sample	genome_id	genome	enzyme	window	contig_id	start	end	global_mid	anchors_per_window	n_anchors	n_positive	detected_fraction	rate	se	log2_rate	log2_se	model	dispersion	mean_gc	mean_gc_offset	log2_rate_raw	gc_corrected
M1_2x	0	ecoli	BsaXI	(0, 12)	0	2108077	2276457	2179407	38	38	23	0.6052631579	2.310792385	0.3484089118	1.251143829	0.2175218391	ztp	1.163328197	0.5015789474	-0.04275618383	1.208387646	True
M1_2x	0	ecoli	BsaXI	(0, 13)	0	2287368	2470524	2378495.105	38	38	29	0.7631578947	1.953052924	0.2921369575	0.9112775519	0.215797808	ztp	0.4047619048	0.5202631579	0.05445349184	0.9657310437	True
M1_2x	0	ecoli	BsaXI	(0, 14)	0	2481289	2685203	2581985.684	38	38	25	0.6578947368	2.313186091	0.4272606229	1.200609601	0.266475224	ztnb	1.458333333	0.5085526316	0.009271731729	1.209881332	True
M1_2x	0	ecoli	BsaXI	(0, 15)	0	2687687	2882885	2786469.342	38	38	31	0.8157894737	1.486962199	0.2720944398	0.545134569	0.2639941346	ztp	2.325301205	0.5090789474	0.02723340332	0.5723679723	True
M1_2x	0	ecoli	BsaXI	(0, 16)	0	2885774	3049923	2974181.342	38	38	28	0.7368421053	2.36129424	0.3182434045	1.197087255	0.1944392079	ztp	0.9756468798	0.5167105263	0.04249057088	1.239577826	True
M1_2x	0	ecoli	BsaXI	(0, 17)	0	3054563	3228032	3150702.395	38	38	31	0.8157894737	2.157304828	0.4416694024	1.140566605	0.2953658882	ztnb	2.377777778	0.5065789474	-0.03133656106	1.109230044	True
M1_2x	0	ecoli	BsaXI	(0, 18)	0	3228346	3441452	3340394.737	38	38	34	0.8947368421	0.1274204784	0.04298758527	-2.950219109	0.486719065	ztnb	3.872727273	0.5031578947	-0.02211182655	-2.972330936	True
M1_2x	0	ecoli	BsaXI	(0, 19)	0	3444509	3628985	3524895.842	38	38	38	1	3.933555108	0.5565611194	1.863761867	0.2041278042	ztnb	2.466580353	0.5267105263	0.1120719287	1.975833796	True
M1_2x	0	ecoli	BsaXI	(0, 20)	0	3638974	3864743	3760283.632	38	38	34	0.8947368421	3.885791393	0.6570615877	2.061466338	0.243950176	ztnb	2.953861193	0.4982894737	-0.1032578853	1.958208452	True
M1_2x	0	ecoli	BsaXI	(0, 21)	0	3868965	4017316	3941822.132	38	38	34	0.8947368421	2.267063215	0.3376735584	1.131639138	0.2148859215	ztp	1.976430976	0.5165789474	0.04918548169	1.18082462	True
M1_2x	0	ecoli	BsaXI	(0, 22)	0	4031620	4228904	4147665.868	38	38	37	0.9736842105	3.947602482	0.6135071513	1.873105569	0.2242129821	ztnb	2.809193122	0.5273684211	0.1078711505	1.98097672	True
M1_2x	0	ecoli	BsaXI	(0, 23)	0	4239061	4400939	4312647.553	38	38	34	0.8947368421	2.685890388	0.3026719584	1.522975798	0.1625767512	ztp	1.046382189	0.4980263158	-0.09757536928	1.425400429	True
M1_2x	0	ecoli	BsaXI	(0, 24)	0	4405745	4549640	4473528.632	38	38	33	0.8684210526	3.4968202	0.3396405748	1.792031167	0.1401266708	ztp	1.264180672	0.5139473684	0.01401245054	1.806043617	True
M1_2x	0	ecoli	BsaXI	(0, 25)	0	4561396	4636801	4610318.55	38	20	17	0.85	3.274692375	0.6496050277	1.614190542	0.2861893102	ztnb	1.745967742	0.527	0.09716884408	1.711359386	True
M1_2x	0	ecoli	BslFI	(0, 0)	0	557	205067	107104.97	100	100	91	0.91	1.909697323	0.1635991445	0.8993632865	0.12359219	ztp	0.7567538126	0.5173	0.0339807099	0.9333439964	True
M1_2x	0	ecoli	BslFI	(0, 1)	0	205286	376247	295062.32	100	100	86	0.86	1.853234067	0.16649196	0.8261691927	0.1296097074	ztp	0.7475256769	0.5271	0.06387591525	0.8900451079	True
M1_2x	0	ecoli	BslFI	(0, 2)	0	376689	536963	471078.47	100	100	84	0.84	1.78233108	0.166127184	0.7899968634	0.1344704512	ztp	0.5526104418	0.5205	0.0437684884	0.8337653518	True
M1_2x	0	ecoli	BslFI	(0, 3)	0	538536	743233	634989.3	100	100	75	0.75	1.242441438	0.1541693596	0.3279863725	0.1790179913	ztp	0.4965958325	0.5088	-0.01480852018	0.3131778524	True
M1_2x	0	ecoli	BslFI	(0, 4)	0	743269	921045	830792.66	100	100	76	0.76	1.340634398	0.1575271132	0.3591629438	0.1695194345	ztp	0.6272463768	0.52185	0.06375291238	0.4229158561	True
M1_2x	0	ecoli	BslFI	(0, 5)	0	922717	1118433	1023783.33	100	100	63	0.63	1.376353704	0.1746988856	0.4772948945	0.1831195101	ztp	0.6868743048	0.50915	-0.01644362426	0.4608512702	True
M1_2x	0	ecoli	BslFI	(0, 6)	0	1118657	1272631	1190690.72	100	100	66	0.66	0.9444185878	0.1480463016	-0.03289065409	0.2261557194	ztp	0.4814479638	0.5015	-0.04961100418	-0.08250165826	True
M1_2x	0	ecoli	BslFI	(0, 7)	0	1272758	1477496	1373496.91	100	100	50	0.5	1.116448592	0.1813859936	0.1953465915	0.234390258	ztp	0.5559380379	0.5049	-0.03642976964	0.1589168218	True
M1_2x	0	ecoli	BslFI	(0, 8)	0	1478799	1657243	1563463.19	100	100	53	0.53	0.6475729945	0.1419422332	-0.5278914011	0.3162259046	ztp	0.3707264957	0.4938	-0.09899387111	-0.6268852722	True
M1_2x	0	ecoli	BslFI	(0, 9)	0	1660952	1815850	1743199.62	100	100	61	0.61	1.085911707	0.1624991096	0.1961073446	0.215889246	ztp	0.509	0.49675	-0.07720053952	0.118906805	True
M1_2x	0	ecoli	BslFI	(0, 10)	0	1818300	1983406	1902247	100	100	58	0.58	1.083814942	0.1665261465	0.0988641302	0.221667405	ztp	0.4219759926	0.5137	0.01725431183	0.116118442	True
M1_2x	0	ecoli	BslFI	(0, 11)	0	1984138	2162695	2063592.24	100	100	60	0.6	1.027170108	0.1604007256	0.09935652115	0.225288226	ztp	0.5127118644	0.50065	-0.06068139765	0.03867512351	True
M1_2x	0	ecoli	BslFI	(0, 12)	0	2166775	2334314	2250213.57	100	100	74	0.74	1.352626601	0.1601658042	0.4095800531	0.1708308939	ztp	0.5610350076	0.51495	0.02618357886	0.435763632	True
M1_2x	0	ecoli	BslFI	(0, 13)	0	2336829	2517489	2436385.48	100	100	76	0.76	1.432363126	0.1613966013	0.5995656014	0.1625607865	ztp	0.5380885781	0.49635	-0.08116831668	0.5183972847	True
M1_2x	0	ecoli	BslFI	(0, 14)	0	2519855	2704493	2617968.22	100	100	78	0.78	1.219578542	0.1501319603	0.2457464351	0.1775979383	ztp	0.5203463203	0.51735	0.04063623659	0.2863826717	True
M1_2x	0	ecoli	BslFI	(0, 15)	0	2705163	2913722	2805484.7	100	100	72	0.72	1.649283876	0.1745105603	0.7405415173	0.1526514166	ztp	0.530324806	0.5086	-0.01870177973	0.7218397376	True
M1_2x	0	ecoli	BslFI	(0, 16)	0	2915024	3122901	3014112.36	100	100	79	0.79	1.972385441	0.1776235126	1.003781302	0.1299221519	ztp	0.6284176229	0.50565	-0.02383979366	0.9799415087	True
M1_2x	0	ecoli	BslFI	(0, 17)	0	3127926	3348459	3243161.32	100	100	83	0.83	1.939350735	0.1722478921	0.9954358043	0.1281362754	ztp	0.7869745719	0.50415	-0.03986206364	0.9555737407	True
M1_2x	0	ecoli	BslFI	(0, 18)	0	3349563	3564609	3463444.61	100	100	92	0.92	2.191724761	0.1709243011	1.088659469	0.1125103142	ztp	0.7611463426	0.51925	0.04340716568	1.132066635	True
M1_2x	0	ecoli	BslFI	(0, 19)	0	3565342	3732013	3653638.05	100	100	91	0.91	2.631018553	0.183610466	1.390123441	0.1006811253	ztp	0.7310077519	0.5105	0.005497981381	1.395621422	True
M1_2x	0	ecoli	BslFI	(0, 20)	0	3733209	3901796	3817018.96	100	100	92	0.92	2.89585948	0.1892108181	1.513868023	0.09426338217	ztp	0.8805237316	0.51405	0.02012357493	1.533991598	True
M1_2x	0	ecoli	BslFI	(0, 21)	0	3908477	4098364	4001249.71	100	100	95	0.95	2.736746874	0.182328344	1.376424865	0.09611564745	ztp	0.9469615797	0.5235	0.07603713872	1.452462004	True
M1_2x	0	ecoli	BslFI	(0, 22)	0	4098541	4306832	4204428.99	100	100	88	0.88	2.834442131	0.1919216772	1.403514206	0.09768569587	ztp	0.7442637172	0.52885	0.09955060924	1.503064815	True
M1_2x	0	ecoli	BslFI	(0, 23)	0	4307416	4502195	4409501.25	100	100	84	0.84	2.040416922	0.1743562563	1.057346327	0.123280151	ztp	0.5804537949	0.50675	-0.02848235597	1.028863971	True
M1_2x	0	ecoli	BslFI	(0, 24)	0	4502234	4640338	4562283.238	100	101	87	0.8613861386	2.111479653	0.173434412	1.066220273	0.1185012443	ztp	0.6240124624	0.5141089109	0.01203407233	1.078254345	True
M1_2x	0	ecoli	Bsp24I	(0, 0)	0	2399	172279	90062.22222	63	63	56	0.8888888889	3.149337322	0.2840649059	1.527205567	0.1301286554	ztp	2.14214876	0.5331746032	0.1278427245	1.655048291	True
M1_2x	0	ecoli	Bsp24I	(0, 1)	0	180720	395288	290363.9524	63	63	53	0.8412698413	4.120682616	0.2864731587	2.004252393	0.1002973157	ztp	1.221760222	0.5257142857	0.03863095554	2.042883349	True
M1_2x	0	ecoli	Bsp24I	(0, 2)	0	398348	587524	485122.1746	63	63	53	0.8412698413	4.422138695	0.3775334682	2.114355374	0.1231679285	ztnb	1.562619199	0.5221428571	0.03038890008	2.144744274	True
M1_2x	0	ecoli	Bsp24I	(0, 3)	0	587656	741809	665129.1905	63	63	45	0.7142857143	3.51129012	0.3619421801	1.846639127	0.1487123452	ztnb	1.441558442	0.5123809524	-0.03463792286	1.812001204	True
M1_2x	0	ecoli	Bsp24I	(0, 4)	0	743233	904064	815820.9524	63	63	43	0.6825396825	3.419150832	0.2949203424	1.695058031	0.1244402883	ztp	0.9611528822	0.5261904762	0.07858003641	1.773638067	True
M1_2x	0	ecoli	Bsp24I	(0, 5)	0	909483	1058789	983783.873	63	63	50	0.7936507937	4.048082011	0.2927672645	2.006206735	0.1043392598	ztp	1.20507232	0.5171428571	0.0110317835	2.017238518	True
M1_2x	0	ecoli	Bsp24I	(0, 6)	0	1059711	1252420	1149333.54	63	63	39	0.619047619	2.96728087	0.2932771036	1.643741967	0.1425916324	ztp	1.26488352	0.5063492063	-0.07460047433	1.569141493	True
M1_2x	0	ecoli	Bsp24I	(0, 7)	0	1258992	1485491	1375543.222	63	63	37	0.5873015873	2.72820757	0.2918191626	1.478252526	0.1543159924	ztp	0.7304526749	0.5128571429	-0.0302991134	1.447953413	True
M1_2x	0	ecoli	Bsp24I	(0, 8)	0	1485926	1668881	1574166.397	63	63	30	0.4761904762	2.897507726	0.3314146586	1.710101141	0.165014326	ztp	0.7856071964	0.4957936508	-0.1752886323	1.534812508	True
M1_2x	0	ecoli	Bsp24I	(0, 9)	0	1669994	1873043	1771862.937	63	63	35	0.5555555556	2.983833274	0.3102318447	1.691414129	0.1499983085	ztp	0.9946524064	0.5023809524	-0.1142472038	1.577166925	True
M1_2x	0	ecoli	Bsp24I	(0, 10)	0	1874037	2056189	1959481.571	63	63	41	0.6507936508	2.68089775	0.2754370253	1.518603298	0.1482233444	ztp	0.6288135593	0.505952381	-0.09588710193	1.422716196	True
M1_2x	0	ecoli	Bsp24I	(0, 11)	0	2061705	2253879	2173402.397	63	63	43	0.6825396825	3.110703689	0.284341058	1.642999315	0.1318728736	ztp	0.9959183673	0.5153968254	-0.005758338194	1.637240977	True
M1_2x	0	ecoli	Bsp24I	(0, 12)	0	2254282	2396182	2330651.841	63	63	50	0.7936507937	3.663592741	0.2810877366	1.894021039	0.1106902192	ztp	1.069908815	0.5153174603	-0.02076190206	1.873259137	True
M1_2x	0	ecoli	Bsp24I	(0, 13)	0	2396186	2592915	2482553.413	63	63	45	0.7142857143	3.490221139	0.2906340447	1.801084836	0.1201345927	ztp	0.8383838384	0.5182539683	0.002233611724	1.803318448	True
M1_2x	0	ecoli	Bsp24I	(0, 14)	0	2594118	2736269	2658261.238	63	63	48	0.7619047619	3.420758832	0.3522992017	1.647018497	0.1485811588	ztnb	1.454545455	0.5323809524	0.1272978986	1.774316396	True
M1_2x	0	ecoli	Bsp24I	(0, 15)	0	2736625	2915825	2824330.794	63	63	48	0.7619047619	4.053374836	0.2989664756	2.045960132	0.106409466	ztp	0.7182462927	0.5154761905	-0.02683653661	2.019123595	True
M1_2x	0	ecoli	Bsp24I	(0, 16)	0	2923096	3083644	3005454.825	63	63	54	0.8571428571	4.195073797	0.2859438717	2.078520212	0.09833672199	ztp	0.9939294504	0.5150793651	-0.009824021788	2.06869619	True
M1_2x	0	ecoli	Bsp24I	(0, 17)	0	3092429	3300486	3199718.889	63	63	52	0.8253968254	4.941529313	0.4249315908	2.25117696	0.1240601158	ztnb	1.744503862	0.5231746032	0.05378063834	2.304957599	True
M1_2x	0	ecoli	Bsp24I	(0, 18)	0	3300538	3464192	3390131.667	63	63	55	0.873015873	2.644947185	0.3120622829	1.473818927	0.1702153867	ztp	1.743898938	0.5081746032	-0.0705800126	1.403238915	True
M1_2x	0	ecoli	Bsp24I	(0, 19)	0	3465232	3670459	3551522.381	63	63	59	0.9365079365	5.275627833	0.3797296372	2.33590496	0.1038424396	ztnb	1.582278481	0.5238888889	0.06343783416	2.399342794	True
M1_2x	0	ecoli	Bsp24I	(0, 20)	0	3670728	3838335	3750155.794	63	63	58	0.9206349206	5.991527617	0.4415253268	2.537202812	0.1063145228	ztnb	1.733652313	0.5227777778	0.04572107127	2.582923883	True
M1_2x	0	ecoli	Bsp24I	(0, 21)	0	3839552	4022279	3934269.857	63	63	58	0.9206349206	5.442951943	0.4547470169	2.38703842	0.1205340912	ztnb	2.029023175	0.5235714286	0.05735087855	2.444389298	True
M1_2x	0	ecoli	Bsp24I	(0, 22)	0	4024086	4222786	4121865.159	63	63	55	0.873015873	5.192696923	0.4753454594	2.352528457	0.1320659663	ztnb	2.253753754	0.5211904762	0.02395556642	2.376484024	True
M1_2x	0	ecoli	Bsp24I	(0, 23)	0	4222854	4414955	4325820.048	63	63	59	0.9365079365	4.96411935	0.359772853	2.312857213	0.1045588299	ztnb	1.429761629	0.5167460317	-0.001319411205	2.311537802	True
M1_2x	0	ecoli	Bsp24I	(0, 24)	0	4430461	4635748	4532020.107	63	75	65	0.8666666667	4.821601828	0.3675004354	2.269689948	0.1099616009	ztnb	1.718555901	0.517	-0.0001774315294	2.269512517	True
M1_2x	0	ecoli	CjeI	(0, 0)	0	570	51306	26080.79	100	100	85	0.85	1.976148162	0.171356386	0.9337536003	0.1250994298	ztp	0.7039072039	0.524	0.04893751699	0.9826911173	True
M1_2x	0	ecoli	CjeI	(0, 1)	0	51483	103119	77193.05	100	100	81	0.81	2.343801965	0.1866082189	1.118400487	0.1148641208	ztp	0.7692857143	0.5364	0.1104501904	1.228850677	True
M1_2x	0	ecoli	CjeI	(0, 2)	0	104574	150694	128457.96	100	100	89	0.89	1.887930499	0.1647507562	0.9060823234	0.1258971658	ztp	0.7534435262	0.51935	0.01072333154	0.916805655	True
M1_2x	0	ecoli	CjeI	(0, 3)	0	151572	202840	178708.71	100	100	80	0.8	1.59362426	0.1635197146	0.6628229812	0.1480330636	ztp	0.582278481	0.5173	0.009488533959	0.6723115151	True
M1_2x	0	ecoli	CjeI	(0, 4)	0	204363	273645	239405.89	100	100	78	0.78	1.912032772	0.176784469	0.9269489444	0.1333900132	ztp	0.6620408163	0.51745	0.008158307008	0.9351072514	True
M1_2x	0	ecoli	CjeI	(0, 5)	0	273658	328661	305014.5	100	100	81	0.81	1.916269104	0.173617052	0.898330255	0.1307104829	ztp	0.851510989	0.51965	0.03996992003	0.938300175	True
M1_2x	0	ecoli	CjeI	(0, 6)	0	330692	389502	360821.33	100	100	79	0.79	1.542421448	0.1626203727	0.5071766025	0.1521060314	ztp	0.5546732837	0.53545	0.1180204159	0.6251970184	True
M1_2x	0	ecoli	CjeI	(0, 7)	0	390397	436904	414578.48	100	100	81	0.81	1.675895453	0.1654799679	0.7470313157	0.1424534738	ztp	0.4892215569	0.5145	-0.002099163434	0.7449321523	True
M1_2x	0	ecoli	CjeI	(0, 8)	0	437982	480696	457919.11	100	100	81	0.81	1.821208895	0.1704873568	0.8400515328	0.1350538452	ztp	0.6188920455	0.52195	0.02484487804	0.8648964109	True
M1_2x	0	ecoli	CjeI	(0, 9)	0	481408	535076	503059.82	100	100	83	0.83	1.784569382	0.1672000795	0.7569764811	0.1351691494	ztp	0.592902165	0.5289	0.07859951203	0.8355759931	True
M1_2x	0	ecoli	CjeI	(0, 10)	0	535078	595612	563435.76	100	100	71	0.71	1.342198361	0.1630494763	0.5150367627	0.1752577546	ztp	0.5080841639	0.49515	-0.09043886225	0.4245979005	True
M1_2x	0	ecoli	CjeI	(0, 11)	0	595741	645631	622210.03	100	100	66	0.66	1.813224064	0.1885731748	0.8257276465	0.1500385912	ztp	0.8603550296	0.5204	0.03282956664	0.8585572131	True
M1_2x	0	ecoli	CjeI	(0, 12)	0	645697	698492	669631.02	100	100	67	0.67	1.533201401	0.1762008852	0.645004616	0.1657995767	ztp	0.8281286144	0.51085	-0.02845739443	0.6165472216	True
M1_2x	0	ecoli	CjeI	(0, 13)	0	698724	748981	724182.91	100	100	74	0.74	1.276190474	0.1567612938	0.3546032761	0.1772139393	ztp	0.6429990589	0.5144	-0.002759605734	0.3518436704	True
M1_2x	0	ecoli	CjeI	(0, 14)	0	749575	799543	775304.5	100	100	72	0.72	1.365254629	0.16293073	0.4060101606	0.1721725392	ztp	0.3994878361	0.52445	0.04315988769	0.4491700483	True
M1_2x	0	ecoli	CjeI	(0, 15)	0	799661	850338	823086.02	100	100	65	0.65	1.489413855	0.1770202465	0.5203867556	0.1714676084	ztp	0.63875	0.5242	0.0543579278	0.5747446834	True
M1_2x	0	ecoli	CjeI	(0, 16)	0	850518	907604	879184.5	100	100	70	0.7	1.516397735	0.1716965595	0.5893565701	0.1633514541	ztp	0.5353793691	0.5184	0.01129163638	0.6006482065	True
M1_2x	0	ecoli	CjeI	(0, 17)	0	908512	961215	936569.5	100	100	72	0.72	1.166925582	0.1536989879	0.2343464258	0.1900213442	ztp	0.409605172	0.51515	-0.01163386616	0.2227125597	True
M1_2x	0	ecoli	CjeI	(0, 18)	0	961316	1019224	991766.91	100	100	66	0.66	1.449419528	0.1739421508	0.5494910997	0.1731351575	ztp	0.5057230769	0.51485	-0.01401586234	0.5354752374	True
M1_2x	0	ecoli	CjeI	(0, 19)	0	1020918	1066402	1043230.01	100	100	69	0.69	1.574137665	0.1752915884	0.6323812928	0.1606545037	ztp	0.614641477	0.52065	0.02218042336	0.6545617162	True
M1_2x	0	ecoli	CjeI	(0, 20)	0	1066580	1126855	1096990.13	100	100	54	0.54	1.098952071	0.1734961753	0.1835244865	0.2277643205	ztp	0.3470426118	0.505	-0.04739601983	0.1361284667	True
M1_2x	0	ecoli	CjeI	(0, 21)	0	1127107	1178976	1151301.93	100	100	60	0.6	0.925811996	0.1540709869	-0.1580615104	0.2400891863	ztp	0.5187914517	0.52655	0.04685267161	-0.1112088388	True
M1_2x	0	ecoli	CjeI	(0, 22)	0	1180066	1241777	1210893.17	100	100	62	0.62	0.001020943403	0.0002879805029	-9.758169568	0.4069452256	ztnb	0.5573770492	0.4798	-0.1777118257	-9.935881394	True
M1_2x	0	ecoli	CjeI	(0, 23)	0	1242631	1296312	1269460.79	100	100	61	0.61	0.7576818536	0.1410966529	-0.3417005315	0.2686608376	ztp	0.314559387	0.5058	-0.05863536752	-0.400335899	True
M1_2x	0	ecoli	CjeI	(0, 24)	0	1296314	1349516	1321062.02	100	100	58	0.58	0.8472780538	0.1513269883	-0.1435459929	0.2576706602	ztp	0.2896776826	0.4995	-0.09554660104	-0.239092594	True
M1_2x	0	ecoli	CjeI	(0, 25)	0	1349735	1398280	1374387.51	100	100	63	0.63	0.861838587	0.1461817576	-0.2113910676	0.2447044029	ztp	0.3647906658	0.51525	-0.003119333834	-0.2145104014	True
M1_2x	0	ecoli	CjeI	(0, 26)	0	1398610	1450884	1427266.48	100	100	53	0.53	0.8299028608	0.1570052922	-0.1518209535	0.272936469	ztp	0.407790927	0.4925	-0.1171646608	-0.2689856143	True
M1_2x	0	ecoli	CjeI	(0, 27)	0	1451690	1512743	1480270.14	100	100	47	0.47	0.9236293027	0.1739188603	-0.1069985137	0.2716586369	ztp	0.336352657	0.5153	-0.007615637025	-0.1146141507	True
M1_2x	0	ecoli	CjeI	(0, 28)	0	1513763	1560726	1534647.42	100	100	55	0.55	1.240702015	0.179937109	0.3181436698	0.2092318474	ztp	0.4926697531	0.51445	-0.006987011031	0.3111566588	True
M1_2x	0	ecoli	CjeI	(0, 29)	0	1560730	1609888	1587586.25	100	100	47	0.47	0.51002418	0.1362819257	-0.792301941	0.3854979157	ztp	0.2282608696	0.4805	-0.1790605078	-0.9713624488	True
M1_2x	0	ecoli	CjeI	(0, 30)	0	1610449	1669704	1638292.3	100	100	47	0.47	0.7223036922	0.157652651	-0.3080424762	0.3148879068	ztp	0.4229249012	0.4868	-0.1612800737	-0.4693225499	True
M1_2x	0	ecoli	CjeI	(0, 31)	0	1669991	1716504	1694552.21	100	100	55	0.55	0.9444185878	0.1621765979	-0.06140291886	0.247741178	ztp	0.3071895425	0.5136	-0.0210987394	-0.08250165826	True
M1_2x	0	ecoli	CjeI	(0, 32)	0	1716827	1765282	1739239.41	100	100	56	0.56	0.7327356205	0.1452751846	-0.3896288664	0.2860346658	ztp	0.2004602992	0.5044	-0.05900647731	-0.4486353437	True
M1_2x	0	ecoli	CjeI	(0, 33)	0	1765961	1823112	1795788.62	100	100	59	0.59	1.016969409	0.1611348887	0.1140390352	0.2285894766	ztp	0.3488628026	0.5	-0.0897627528	0.02427628243	True
M1_2x	0	ecoli	CjeI	(0, 34)	0	1823241	1871983	1845940.85	100	100	61	0.61	0.9375649473	0.1535575933	-0.06162967048	0.2362895275	ztp	0.445035461	0.509	-0.03137979162	-0.0930094621	True
M1_2x	0	ecoli	CjeI	(0, 35)	0	1873042	1919338	1895069.95	100	100	62	0.62	1.372775964	0.1759339523	0.508225614	0.1848947295	ztp	0.395743457	0.5066	-0.05112941627	0.4570961978	True
M1_2x	0	ecoli	CjeI	(0, 36)	0	1920565	1968256	1943013.91	100	100	67	0.67	0.9547974815	0.1475638576	-0.05329267137	0.2229683777	ztp	0.4545454545	0.51545	-0.01344066247	-0.06673333384	True
M1_2x	0	ecoli	CjeI	(0, 37)	0	1968526	2013289	1992123.16	100	100	65	0.65	1.252731467	0.1661136042	0.3982455305	0.1913029882	ztp	0.4281798246	0.50415	-0.07316833563	0.3250771949	True
M1_2x	0	ecoli	CjeI	(0, 38)	0	2014244	2072252	2043121.13	100	100	53	0.53	1.089122233	0.1745282561	0.2040505112	0.2311871357	ztp	0.5645446508	0.5	-0.08088463286	0.1231658784	True
M1_2x	0	ecoli	CjeI	(0, 39)	0	2072279	2125597	2098468.8	100	100	66	0.66	0.9444185878	0.1480463016	-0.03892098155	0.2261557194	ztp	0.342081448	0.5031	-0.04358067672	-0.08250165826	True
M1_2x	0	ecoli	CjeI	(0, 40)	0	2125959	2181743	2151709.67	100	100	65	0.65	1.186195982	0.1627617388	0.1827514725	0.1979567937	ztp	0.5439189189	0.5272	0.06359091807	0.2463423906	True
M1_2x	0	ecoli	CjeI	(0, 41)	0	2181858	2228577	2207672.01	100	100	72	0.72	1.166925582	0.1536989879	0.2285541762	0.1900213442	ztp	0.5093511891	0.51495	-0.005841616536	0.2227125597	True
M1_2x	0	ecoli	CjeI	(0, 42)	0	2228692	2274871	2250849.04	100	100	64	0.64	1.313956573	0.1703933184	0.4608794825	0.1870880671	ztp	0.6038647343	0.50455	-0.06696188773	0.3939175948	True
M1_2x	0	ecoli	CjeI	(0, 43)	0	2275180	2325190	2299583.29	100	100	83	0.83	1.528564012	0.1581356426	0.5598472819	0.1492521776	ztp	0.5486299307	0.5266	0.05232968785	0.6121769697	True
M1_2x	0	ecoli	CjeI	(0, 44)	0	2325399	2374361	2349416.19	100	100	74	0.74	1.178947293	0.1521927937	0.1880437994	0.186240547	ztp	0.446183953	0.5245	0.04945542237	0.2374992218	True
M1_2x	0	ecoli	CjeI	(0, 45)	0	2374461	2417788	2394455.83	100	100	71	0.71	0.7967178089	0.1334563794	-0.3697177703	0.2416625492	ztp	0.2912621359	0.52055	0.04185849908	-0.3278592712	True
M1_2x	0	ecoli	CjeI	(0, 46)	0	2418243	2467618	2444059.96	100	100	72	0.72	1.286876616	0.1594156196	0.369052372	0.1787180846	ztp	0.4471830986	0.51545	-0.005178635715	0.3638737363	True
M1_2x	0	ecoli	CjeI	(0, 47)	0	2467774	2513571	2489363.86	100	100	63	0.63	1.550851708	0.182463093	0.8332821878	0.1697380853	ztp	0.4583766909	0.4727	-0.2002214452	0.6330607426	True
M1_2x	0	ecoli	CjeI	(0, 48)	0	2513848	2568674	2544877.92	100	100	75	0.75	1.393178865	0.1608291334	0.3900518885	0.1665453008	ztp	0.4330157496	0.53235	0.08832860378	0.4783804923	True
M1_2x	0	ecoli	CjeI	(0, 49)	0	2569242	2609942	2589556.24	100	100	65	0.65	1.489413855	0.1770202465	0.4563007254	0.1714676084	ztp	0.63875	0.53765	0.118443958	0.5747446834	True
M1_2x	0	ecoli	CjeI	(0, 50)	0	2610218	2655280	2632384.26	100	100	84	0.84	1.464309182	0.1547584605	0.5260558204	0.1524741266	ztp	0.6909638554	0.5224	0.02416438366	0.550220204	True
M1_2x	0	ecoli	CjeI	(0, 51)	0	2656296	2707851	2679687.29	100	100	81	0.81	1.45946079	0.1574080558	0.4619634938	0.1555998099	ztp	0.5076298701	0.5319	0.08347195775	0.5454354515	True
M1_2x	0	ecoli	CjeI	(0, 52)	0	2708013	2768180	2738241.1	100	100	70	0.7	1.612767816	0.1755645018	0.7616622045	0.1570505274	ztp	0.6258608285	0.5026	-0.07212345051	0.689538754	True
M1_2x	0	ecoli	CjeI	(0, 53)	0	2769620	2822280	2796031.29	100	100	74	0.74	1.719237513	0.1747246259	0.8354787684	0.1466198529	ztp	0.6562085727	0.50155	-0.05370990082	0.7817688676	True
M1_2x	0	ecoli	CjeI	(0, 54)	0	2822507	2860591	2841556.73	100	100	83	0.83	1.908684103	0.171269611	0.7543728559	0.1294555857	ztp	0.7574088644	0.54775	0.1782054932	0.9325783491	True
M1_2x	0	ecoli	CjeI	(0, 55)	0	2860868	2912863	2883285.39	100	100	78	0.78	1.77994842	0.1723157584	0.8425954891	0.1396664574	ztp	0.6032350883	0.5134	-0.01076005454	0.8318354346	True
M1_2x	0	ecoli	CjeI	(0, 56)	0	2913123	2958353	2935584.7	100	100	76	0.76	1.852840439	0.177093535	0.8815340732	0.137892049	ztp	0.716247505	0.51885	0.008204573105	0.8897386463	True
M1_2x	0	ecoli	CjeI	(0, 57)	0	2959309	3012415	2983265.24	100	100	77	0.77	2.014635766	0.1812833544	1.098867299	0.129818303	ztp	0.7181711261	0.4949	-0.08834826677	1.010519032	True
M1_2x	0	ecoli	CjeI	(0, 58)	0	3013108	3060993	3035936.06	100	100	85	0.85	1.886408051	0.168534077	0.8718422426	0.1288921965	ztp	0.646510456	0.52405	0.04379953815	0.9156417807	True
M1_2x	0	ecoli	CjeI	(0, 59)	0	3061166	3111042	3087190.15	100	100	89	0.89	1.945192632	0.1665193488	0.9318283883	0.1235027497	ztp	0.6184743474	0.5209	0.0280846434	0.9599130317	True
M1_2x	0	ecoli	CjeI	(0, 60)	0	3111651	3173159	3141479.48	100	100	82	0.82	2.276125561	0.1835201083	1.155334157	0.1163220319	ztp	0.9169040836	0.5225	0.03124598779	1.186580145	True
