sample	genome_id	contig_id	position	e
S01	2190	34	21802	3.0385
S01	2190	34	25723	1.0927
S01	2190	34	27548	0.0624632
S01	2190	34	28664	0.17049
S01	2190	34	31800	5.80509
S01	2190	35	7310	6.67766
S01	2190	35	12335	0.00457016
S01	2190	35	15381	17.9831
S01	2190	35	21708	0.521358
S01	2190	35	22210	0.1081
S01	2190	35	25772	0.259711
S01	2190	35	26194	0.273125
S01	2190	36	1591	0.748332
S01	2190	36	16527	0.104362
S01	2190	37	1213	0.0136898
S01	2190	37	1665	0.480252
S01	2190	37	2454	0.0154551
S01	2190	37	3449	0.875944
S01	2190	37	4579	0.184912
S01	2190	37	5120	1.30993
S01	2190	37	5722	0.0776735
S01	2190	37	8074	0.00114793
S01	2190	37	8196	0.506769
S01	2190	37	10099	1.09705
S01	2190	37	10115	5.06492
S01	2190	37	10285	1.53501
S01	2190	37	13911	2.6877
S01	2190	37	16400	0.281472
S01	2190	37	16490	1.33208
S01	2190	37	16838	0.352714
S01	2190	37	18848	3.4129
S01	2190	37	20249	0.143038
S01	2190	37	21316	5.13803
S01	2190	37	22266	1.71268
S01	2190	37	22736	8.99155
S01	2190	38	8306	2.65972
S01	2190	38	8357	0.0219259
S01	2190	38	8675	0.259909
S01	2190	38	11491	0.622809
S01	2190	38	13923	0.0986905
S01	2190	38	13974	1.62642
S01	2190	38	15265	0.0206538
S01	2190	38	15489	0.0707593
S01	2190	38	16123	0.663556
S01	2190	38	21270	2.59093
S01	2190	38	21293	0.0528953
S01	2190	38	21867	3.00399
S01	2190	38	22022	7.00734
S01	2190	38	22689	5.10618
S01	2190	38	26869	1.73669
S01	2190	38	27001	0.523779
S01	2190	39	815	0.726876
S01	2190	39	2875	0.550739
S01	2190	39	5036	0.251873
S01	2190	39	7058	0.277347
S01	2190	39	9834	0.314354
S01	2190	39	11211	0.325958
S01	2190	39	11760	0.585696
S01	2190	39	12579	0.400062
S01	2190	39	13419	0.823667
S01	2190	39	21035	1.48708
S01	2190	39	22646	0.0289158
S01	2190	39	23613	0.00203734
S01	2190	39	24925	0.366747
S01	2190	39	28999	0.746432
S01	2190	39	30873	0.0700693
S01	2190	39	31107	0.0134925
S01	2190	40	6289	0.111851
S01	2190	40	9019	0.55886
S01	2190	40	9341	4.90769
S01	2190	40	16611	0.473075
S01	2190	40	19639	6.53931
S01	2190	40	19732	3.99624
S01	2190	40	23832	3.0683
S01	2190	40	25432	0.72659
S01	2190	41	10833	0.444027
S01	2190	41	11985	1.99812
S01	2190	41	12697	0.0170292
S01	2190	41	15036	1.69116
S01	2190	41	21515	5.02753
S01	2190	41	24201	1.10817
S01	2190	41	24857	0.00993865
S01	2190	43	3694	0.999061
S01	2190	44	2088	0.677514
S01	2190	44	5227	2.22013
S01	2190	44	8291	0.40494
S01	2190	44	8821	0.15941
S01	2190	44	11620	0.67287
S01	2190	44	15178	3.38156
S01	2190	44	18166	2.91547
S01	2190	44	22251	0.130356
S01	2190	44	24197	1.1356
S01	2190	45	1078	1.99209
S01	2190	45	3259	0.205701
S01	2190	45	4832	0.322552
S01	2190	45	6065	0.0222244
S01	2190	45	8083	0.344798
S01	2190	45	9736	0.483784
S01	2190	45	13321	1.07257
S01	2190	45	13604	1.24287
S01	2190	45	15461	1.29006
S01	2190	45	20010	0.00790853
S01	2190	45	20023	0.232891
S01	2190	45	20227	0.0953904
S01	2190	45	21750	0.0581456
S01	2190	46	24898	0.0859107
S01	2190	47	2319	1.49859
S01	2190	47	18115	1.06572
S01	2190	47	18510	2.85446
S01	2190	47	19751	0.180812
S01	2190	47	19941	0.334878
S01	2190	47	20551	5.42618
S01	2190	47	20783	1.8424
S01	2190	47	20958	0.979855
S01	2190	47	21713	0.0884711
S01	2190	48	5483	0.0848418
S01	2190	48	18396	3.99624
S01	2190	49	9174	0.898621
S01	2190	49	10702	0.955545
S01	2190	49	14410	0.0321039
S01	2190	49	15808	0.73578
S01	2190	49	16832	6.21792
S01	2190	49	16997	0.601588
S01	2190	49	17228	2.3779
S01	2190	49	19224	1.52341
S01	2190	49	19367	9.99061
S01	2190	49	20901	0.3303
S01	2190	49	21562	0.00571997
S01	2190	49	22562	0.0776476
S01	2190	50	2069	0.675441
S01	2190	50	3791	0.570892
S01	2190	50	7896	0.170586
S01	2190	50	16793	0.152054
S01	2190	50	16919	0.0910512
S01	2190	50	17168	0.0354529
S01	2190	50	17711	0.108881
S01	2190	50	18059	0.00326205
S01	2190	50	18250	0.0152193
S01	2190	51	9391	0.474277
S01	2190	51	11020	0.10653
S01	2190	51	12574	0.0432773
S01	2190	51	13065	0.0210592
S01	2190	51	14043	0.844632
S01	2190	51	16049	4.98307
S01	2190	51	16760	0.569159
S01	2190	52	1892	3.99624
S01	2190	52	2983	6.10071
S01	2190	52	3641	0.400213
S01	2190	52	5553	0.115158
S01	2190	52	5647	3.99624
S01	2190	52	5877	0.0306251
S01	2190	52	6913	0.016361
S01	2190	52	7222	0.0720572
S01	2190	53	3978	0.570892
S01	2190	53	4696	0.199648
S01	2190	53	5325	17.5835
S01	2190	53	7986	0.72659
S01	2190	53	13669	1.03388
S01	2190	54	4963	0.00142114
S01	2190	54	7449	5.07742
S01	2190	54	7787	2.40515
S01	2190	55	1540	3.04926
S01	2190	55	1673	0.132333
S01	2190	55	6592	1.28132
S01	2190	55	7517	0.182662
S01	2190	55	7970	0.00371376
S01	2190	55	11541	1.33208
S01	2190	56	454	0.222607
S01	2190	56	1040	0.175043
S01	2190	56	12074	1.00681
S01	2190	56	13961	0.090333
S01	2190	56	14318	1.99812
S01	2190	56	16416	1.0191
S01	2190	57	3823	0.479549
S01	2190	57	3838	4.38739
S01	2190	57	5475	3.23332
S01	2190	57	9421	0.157993
S01	2190	57	10033	1.14178
S01	2190	59	877	0.0489414
S01	2190	60	3087	2.49765
S01	2190	60	5807	0.799249
S01	2190	60	6107	4.61883
S01	2190	62	5429	23.9775
S01	2190	62	9712	3.99624
S01	2190	62	9967	7.99249
S01	2190	63	1543	1.33208
S01	2190	64	1535	0.0344181
S01	2190	64	1601	0.1679
S01	2190	64	2290	3.13991
S01	2190	67	116	0.444027
S01	2190	68	2731	0.694421
S01	2190	71	3587	0.799249
S01	2190	72	1979	26.6416
S01	2190	72	2519	9.59098
S01	2190	78	1189	0.955414
S01	2190	90	1329	0.399624
S01	2190	94	1363	1.99812
S01	2190	99	1239	0.0981491
S01	2190	103	906	5.08458
S01	2335	0	17081	0.159113
S01	2335	0	19394	0.0710929
S01	2335	0	25549	0.0864146
S01	2335	0	25845	0.248825
S01	2335	0	27955	1.55135
S01	2335	0	28822	1.2692
S01	2335	0	33534	1.90112
S01	2335	0	43316	1.23657
S01	2335	0	44789	0.0298336
S01	2335	0	196407	1.6571
S01	2335	0	198095	1.74493
S01	2335	0	198952	0.593326
S01	2335	0	201611	0.0422957
S01	2335	0	211345	1.00241
S01	2335	0	213609	0.126567
S01	2335	0	216530	0.0318225
S01	2335	0	219486	0.0245689
S01	2335	0	219985	0.582044
S01	2335	0	220884	0.0963855
S01	2335	0	221677	0.109553
S01	2335	0	222732	0.581107
S01	2335	0	223299	1.34251
S01	2335	0	224746	3.00723
S01	2335	0	227794	0.0412514
S01	2335	0	229249	0.467791
S01	2335	0	230187	3.60089
S01	2335	0	239471	0.0348059
S01	2335	0	246432	0.0224253
S01	2335	0	247332	1.30981
S01	2335	0	248783	3.76792
S01	2335	0	251050	2.01025
S01	2335	0	251399	0.546185
S01	2335	0	261835	4.67791
S01	2335	0	262020	0.488353
S01	2335	0	284472	4.56653
S01	2335	0	288028	0.417671
S01	2335	0	288930	0.108662
S01	2335	0	289907	0.801012
S01	2335	0	292924	0.12951
S01	2335	0	296526	1.32739
S01	2335	0	297302	0.195116
S01	2335	0	302901	1.49785
S01	2335	0	304100	0.950795
S01	2335	0	307198	0.0718573
S01	2335	0	310192	1.13267
S01	2335	0	310693	3.47944
S01	2335	0	312897	0.106075
S01	2335	0	314561	0.116221
S01	2335	0	316301	1.53809
S01	2335	0	316343	0.414433
S01	2335	0	317145	3.65219
S01	2335	0	319000	0.0498711
S01	2335	0	320687	0.206987
S01	2335	0	331146	0.928157
S01	2335	0	344257	0.231325
S01	2335	0	345541	1.99256
S01	2335	0	359833	0.680648
S01	2335	0	360774	0.717979
S01	2335	0	361441	0.123754
S01	2335	0	361480	0.674699
S01	2335	0	363288	1.61307
S01	2335	0	370413	0.112315
S01	2335	0	375977	0.063645
S01	2335	0	382154	0.0502461
S01	2335	0	385530	0.668273
S01	2335	0	389115	0.125615
S01	2335	0	392424	3.62574
S01	2335	0	393183	0.0556894
S01	2335	0	396782	1.08727
S01	2335	0	400631	0.0253134
S01	2335	0	401211	2.651
S01	2335	0	402887	0.551785
S01	2335	0	403515	3.96014
S01	2335	0	406419	1.71774
S01	2335	0	409061	0.421726
S01	2335	0	409428	0.233662
S01	2335	0	419363	0.0879306
S01	2335	0	424675	0.421433
S01	2335	0	424822	0.229309
S01	2335	0	425188	0.481638
S01	2335	0	425307	1.30582
S01	2335	0	425379	0.157612
S01	2335	0	425874	0.149168
S01	2335	0	429362	1.61307
S01	2335	0	431108	1.12249
S01	2335	0	435992	0.346745
S01	2335	0	438947	0.982754
S01	2335	0	442723	0.259523
S01	2335	0	444568	1.70573
S01	2335	0	452930	0.0236976
S01	2335	0	454610	0.771084
S01	2335	0	457397	0.0864146
S01	2335	0	459695	0.0982754
S01	2335	0	461160	2.31325
S01	2335	0	462079	7.28736
S01	2335	0	463321	1.33063
S01	2335	0	472467	1.32936
S01	2335	0	492206	1.75861
S01	2335	0	498057	0.887088
S01	2335	0	499287	1.85294
S01	2335	0	502831	4.84498
S01	2335	0	505367	0.357092
S01	2335	0	505837	1.92128
S01	2335	0	506320	4.78214
S01	2335	0	511313	0.266126
S01	2335	0	513182	0.192771
S01	2335	0	515452	1.05696
S01	2335	0	516667	1.13267
S01	2335	0	525877	0.109553
S01	2335	0	526467	0.232039
S01	2335	0	538684	0.0290553
S01	2335	0	541335	0.703445
S01	2335	0	541802	0.618771
S01	2335	0	542021	4.85184
S01	2335	0	543374	4.26952
S01	2335	0	548430	0.0510132
S01	2335	0	551922	0.0240386
S01	2335	0	552833	0.0280787
S01	2335	0	563238	0.520376
S01	2335	0	564899	2.64038
S01	2335	0	571681	1.86801
S01	2335	0	573350	0.817312
S01	2335	0	573839	0.187116
S01	2335	0	574622	0.02631
S01	2335	0	577082	4.09715
S01	2335	0	577471	3.01801
S01	2335	0	577645	0.730923
S01	2335	0	601285	3.34136
S01	2335	0	612794	1.28254
S01	2335	0	614472	2.90672
S01	2335	0	617448	0.0808395
S01	2335	0	620241	5.23926
S01	2335	0	620852	0.0315223
S01	2335	0	622415	0.351723
S01	2335	0	632181	3.47502
S01	2335	0	636297	0.403268
S01	2335	0	637272	0.0571173
S01	2335	0	640814	0.235609
S01	2335	0	651002	0.612583
S01	2335	0	656131	0.35899
S01	2335	0	657296	0.40979
S01	2335	0	680755	0.530375
S01	2335	0	692054	0.301476
S01	2335	0	694380	0.668273
S01	2335	0	697508	2.47597
S01	2335	0	698357	0.311139
S01	2335	0	700085	0.224253
S01	2335	0	700339	3.68445
S01	2335	0	701990	3.61334
S01	2335	0	708912	0.958376
S01	2335	0	711647	0.314481
S01	2335	0	711677	0.53893
S01	2335	0	715300	3.63706
S01	2335	0	719093	0.0919642
S01	2335	0	722416	0.0814967
S01	2335	0	724390	1.46321
S01	2335	0	768146	0.112315
S01	2335	0	769839	0.0571173
S01	2335	0	770632	6.97469
S01	2335	0	771128	1.26741
S01	2335	0	774197	1.16559
S01	2335	0	776554	0.127533
S01	2335	0	780519	0.0530375
S01	2335	0	782606	0.851102
S01	2335	0	787634	0.310023
S01	2335	0	794186	0.177418
S01	2335	0	796493	2.45315
S01	2335	0	797568	0.0276146
S01	2335	0	799408	0.0999079
S01	2335	0	800128	7.95698
S01	2335	0	803282	0.153274
S01	2335	0	807542	5.52051
S01	2335	0	808668	0.396014
S01	2335	0	811570	1.89266
S01	2335	0	812635	0.0771084
S01	2335	0	813010	0.3797
S01	2335	0	813581	1.05014
S01	2335	0	816092	2.29719
S01	2335	0	820992	1.48182
S01	2335	0	823233	0.0285587
S01	2335	0	826107	0.353414
S01	2335	0	826147	0.0334136
S01	2335	0	827492	0.0808395
S01	2335	0	828440	0.460878
S01	2335	0	829041	0.217324
S01	2335	0	830529	0.0668273
S01	2335	0	835354	1.00241
S01	2335	0	842114	0.158171
S01	2335	0	844423	0.0547765
S01	2335	0	848284	3.45527
S01	2335	0	852117	0.0477338
S01	2335	0	855426	0.390232
S01	2335	0	856453	2.35133
S01	2335	0	859070	0.842132
S01	2335	0	864072	1.92677
S01	2335	0	871242	3.15719
S01	2335	0	871329	1.55039
S01	2335	0	873027	0.101871
S01	2335	0	873474	1.78024
S01	2335	0	874368	0.0225768
S01	2335	0	880160	1.2066
S01	2335	0	880850	2.06441
S01	2335	0	880988	0.0480772
S01	2335	0	881687	0.516146
S01	2335	0	882170	5.93735
S01	2335	0	882308	0.185631
S01	2335	0	883557	1.52492
S01	2335	0	886744	0.208835
S01	2335	0	891118	0.749465
S01	2335	0	891523	0.162993
S01	2335	0	893064	5.39008
S01	2335	0	898494	1.35185
S01	2335	0	905388	0.127533
S01	2335	0	919235	2.84016
S01	2335	0	927911	0.271486
S01	2335	0	928115	0.135828
S01	2335	0	928469	1.06738
S01	2335	0	930461	0.381033
S01	2335	0	935109	0.908617
S01	2335	0	935226	0.926319
S01	2335	0	945942	1.23954
S01	2335	0	946113	0.0433943
S01	2335	0	949096	0.21839
S01	2335	0	950063	2.21926
S01	2335	0	952860	0.0990034
S01	2335	0	954366	7.0096
S01	2335	0	957506	0.737066
S01	2335	0	958213	0.125615
S01	2335	0	961813	0.417671
S01	2335	0	985850	0.272259
S01	2335	0	989759	0.553599
S01	2335	0	992460	3.13253
S01	2335	0	995418	3.13973
S01	2335	0	1004163	2.38669
S01	2335	0	1004960	0.10524
S01	2335	0	1005867	1.41828
S01	2335	0	1006340	0.0442565
S01	2335	0	1007835	0.595037
S01	2335	0	1008889	0.180614
S01	2335	0	1009735	0.0261044
S01	2335	0	1010798	0.128514
S01	2335	0	1012523	0.148505
S01	2335	0	1013990	0.0801927
S01	2335	0	1034178	0.653745
S01	2335	0	1038125	1.51599
S01	2335	0	1039289	0.199911
S01	2335	0	1045134	0.0460878
S01	2335	0	1047643	0.969251
S01	2335	0	1055823	1.33655
S01	2335	0	1055952	0.0805148
S01	2335	0	1058078	0.0603861
S01	2335	0	1058555	0.311483
S01	2335	0	1059746	0.980133
S01	2335	0	1065516	0.233895
S01	2335	0	1073555	0.219106
S01	2335	0	1083244	0.0771084
S01	2335	0	1085854	0.622411
S01	2335	0	1086936	1.01694
S01	2335	0	1087920	2.14446
S01	2335	0	1088977	0.663989
S01	2335	0	1090299	0.714506
S01	2335	0	1091540	1.47938
S01	2335	0	1092903	0.0230439
S01	2335	0	1096462	2.1413
S01	2335	0	1098318	0.580098
S01	2335	0	1099523	0.314766
S01	2335	0	1102363	2.70257
S01	2335	0	1135487	0.0613094
S01	2335	0	1136147	0.0484256
S01	2335	0	1146004	0.775674
S01	2335	0	1154149	5.14464
S01	2335	0	1162047	1.01807
S01	2335	0	1162757	4.41537
S01	2335	0	1163679	0.0236976
S01	2335	0	1170241	0.0716007
S01	2335	0	1170700	0.181596
S01	2335	0	1172340	0.109195
S01	2335	0	1173040	1.99793
S01	2335	0	1174622	0.623389
S01	2335	0	1180311	0.284371
S01	2335	0	1183246	0.202507
S01	2335	0	1185585	0.216737
S01	2335	0	1187693	1.92128
S01	2335	0	1188115	2.59577
S01	2335	0	1190942	0.57917
S01	2335	0	1195708	0.0862288
S01	2335	0	1197163	0.0506267
S01	2335	0	1201314	6.44406
S01	2335	0	1203033	0.804854
S01	2335	0	1214997	3.72053
S01	2335	0	1219428	0.351723
S01	2335	0	1226476	2.8344
S01	2335	0	1227635	0.662969
S01	2335	0	1229717	4.88829
S01	2335	0	1229919	1.1712
S01	2335	0	1230284	0.745381
S01	2335	0	1234732	0.860965
S01	2335	0	1238581	0.32817
S01	2335	0	1242548	0.225261
S01	2335	0	1248372	0.0961544
S01	2335	0	1253429	0.618771
S01	2335	0	1256388	2.575
S01	2335	0	1256527	1.69525
S01	2335	0	1256634	2.38669
S01	2335	0	1258094	1.1733
S01	2335	0	1265877	1.16812
S01	2335	0	1267296	1.41621
S01	2335	0	1267418	2.59884
S01	2335	0	1272253	1.82256
S01	2335	0	1278266	0.238669
S01	2335	0	1279533	0.974565
S01	2335	0	1280322	5.62756
S01	2335	0	1280403	0.668273
S01	2335	0	1284215	1.87116
S01	2335	0	1288733	1.11379
S01	2335	0	1289013	0.358003
S01	2335	0	1293915	0.835341
S01	2335	0	1304937	0.185631
S01	2335	0	1305108	5.17584
S01	2335	0	1306244	0.119334
S01	2335	0	1310079	0.0921756
S01	2335	0	1316750	1.37586
S01	2335	0	1320388	1.34552
S01	2335	0	1323440	0.0211479
S01	2335	0	1325786	4.86017
S01	2335	0	1326777	0.569269
S01	2335	0	1328235	0.829881
S01	2335	0	1328522	0.420764
S01	2335	0	1333580	0.0233662
S01	2335	0	1334012	0.0431144
S01	2335	0	1335596	0.647389
S01	2335	0	1344331	0.169489
S01	2335	0	1348396	0.943127
S01	2335	0	1348753	0.25123
S01	2335	0	1351688	0.250602
S01	2335	0	1351970	0.130522
S01	2335	0	1353248	1.3494
S01	2335	0	1353906	2.24223
S01	2335	0	1354229	2.5609
S01	2335	0	1355710	4.86017
S01	2335	0	1356447	1.76896
S01	2335	0	1359341	2.79243
S01	2335	0	1369205	0.0561574
S01	2335	0	1371217	1.45177
S01	2335	0	1373297	1.99008
S01	2335	0	1378949	0.102496
S01	2335	0	1379550	1.40286
S01	2335	0	1381308	4.84648
S01	2335	0	1383489	0.15304
S01	2335	0	1384395	2.47073
S01	2335	0	1385978	0.502297
S01	2335	0	1387090	1.321
S01	2335	0	1387954	1.57712
S01	2335	0	1388866	4.39946
S01	2335	0	1407849	0.467791
S01	2335	0	1408346	0.0510132
S01	2335	0	1408988	0.655169
S01	2335	0	1414000	0.0405014
S01	2335	0	1414600	0.267309
S01	2335	0	1416462	3.18225
S01	2335	0	1417151	2.72957
S01	2335	0	1417734	0.811474
S01	2335	0	1424825	1.27758
S01	2335	0	1425047	0.622185
S01	2335	0	1425136	0.445515
S01	2335	0	1427830	1.25597
S01	2335	0	1436858	0.0420297
S01	2335	0	1437586	0.454607
S01	2335	0	1439135	0.048779
S01	2335	0	1439450	4.57073
S01	2335	0	1440005	0.185631
S01	2335	0	1441858	2.28833
S01	2335	0	1449050	0.128514
S01	2335	0	1455419	0.271656
S01	2335	0	1462839	0.937212
S01	2335	0	1463182	0.820153
S01	2335	0	1463568	0.569845
S01	2335	0	1463637	0.568743
S01	2335	0	1464597	1.46321
S01	2335	0	1469707	0.368116
S01	2335	0	1470227	0.185631
S01	2335	0	1473006	0.0184606
S01	2335	0	1473087	0.0786203
S01	2335	0	1483831	0.0851303
S01	2335	0	1486130	0.138263
S01	2335	0	1486622	0.512343
S01	2335	0	1486871	0.283907
S01	2335	0	1504882	1.83987
S01	2335	0	1509352	2.46717
S01	2335	0	1510293	0.651973
S01	2335	0	1520654	0.830726
S01	2335	0	1521719	0.391746
S01	2335	0	1526949	3.88235
S01	2335	0	1530248	5.46994
S01	2335	0	1532837	0.86161
S01	2335	0	1535038	4.26312
S01	2335	0	1535434	1.48505
S01	2335	0	1536938	0.0586204
S01	2335	0	1537854	0.109913
S01	2335	0	1539425	0.0373337
S01	2335	0	1540447	0.445515
S01	2335	0	1541436	1.16329
S01	2335	0	1542517	0.73552
S01	2335	0	1542831	0.0491377
S01	2335	0	1549164	0.126089
S01	2335	0	1549346	0.0203742
S01	2335	0	1550229	0.0422957
S01	2335	0	1553347	0.233662
S01	2335	0	1554124	1.509
S01	2335	0	1554259	0.668273
S01	2335	0	1555942	0.882624
S01	2335	0	1559297	0.57752
S01	2335	0	1570178	0.30376
S01	2335	0	1579992	0.342188
S01	2335	0	1580208	0.414219
S01	2335	0	1580520	3.11093
S01	2335	0	1581355	0.274922
S01	2335	0	1582156	0.11391
S01	2335	0	1583777	4.102
S01	2335	0	1585635	4.03956
S01	2335	0	1588275	0.136382
S01	2335	0	1589451	0.106413
S01	2335	0	1591899	0.544519
S01	2335	0	1592725	2.47619
S01	2335	0	1593198	2.15377
S01	2335	0	1595027	1.74332
S01	2335	0	1595488	2.19277
S01	2335	0	1598609	0.412246
S01	2335	0	1599758	0.768809
S01	2335	0	1600199	2.34606
S01	2335	0	1600478	0.0675023
S01	2335	0	1603290	0.687009
S01	2335	0	1603596	0.104418
S01	2335	0	1603668	0.0919642
S01	2335	0	1607114	0.677008
S01	2335	0	1613078	1.28357
S01	2335	0	1640576	5.3026
S01	2335	0	1662760	2.18302
S01	2335	0	1664982	0.318225
S01	2335	0	1665153	0.0530375
S01	2335	0	1675403	3.50948
S01	2335	0	1682288	0.454607
S01	2335	0	1684629	0.0746674
S01	2335	0	1687394	0.273193
S01	2335	0	1687816	0.109195
S01	2335	0	1691542	0.457449
S01	2335	0	1692533	0.215572
S01	2335	0	1695945	2.28861
S01	2335	0	1697140	0.111379
S01	2335	0	1703327	2.76785
S01	2335	0	1705596	0.535475
S01	2335	0	1710541	7.21735
S01	2335	0	1716578	0.275744
S01	2335	0	1716812	0.0638477
S01	2335	0	1717540	0.35502
S01	2335	0	1719536	0.088513
S01	2335	0	1720804	1.92771
S01	2335	0	1722289	2.02321
S01	2335	0	1728079	0.586996
S01	2335	0	1732228	0.847447
S01	2335	0	1734534	2.45033
S01	2335	0	1737434	2.34538
S01	2335	0	1737531	0.644825
S01	2335	0	1737804	0.165883
S01	2335	0	1739225	0.533827
S01	2335	0	1739306	0.0547765
S01	2335	0	1741208	1.00241
S01	2335	0	1741371	0.99997
S01	2335	0	1749865	0.121504
S01	2335	0	1750060	0.0255066
S01	2335	0	1750876	1.84493
S01	2335	0	1751475	1.32054
S01	2335	0	1753113	0.0467324
S01	2335	0	1762170	2.13692
S01	2335	0	1768100	3.63793
S01	2335	0	1770966	1.15031
S01	2335	0	1771508	0.156977
S01	2335	0	1793491	0.977007
S01	2335	0	1794966	0.162993
S01	2335	0	1796883	0.0183591
S01	2335	0	1799414	0.276353
S01	2335	0	1801953	0.29701
S01	2335	0	1814566	1.06536
S01	2335	0	1816573	0.258686
S01	2335	0	1843244	1.31195
S01	2335	0	1844678	1.24266
S01	2335	0	1845397	2.04974
S01	2335	0	1850849	0.216347
S01	2335	0	1852050	0.171982
S01	2335	0	1853936	3.75903
S01	2335	0	1855701	1.86076
S01	2335	0	1856504	0.0393102
S01	2335	0	1858564	1.76248
S01	2335	0	1860841	0.507887
S01	2335	0	1861688	1.01393
S01	2335	0	1864152	1.52806
S01	2335	0	1864667	0.16103
S01	2335	0	1872736	0.0524822
S01	2335	0	1918904	0.127117
S01	2335	0	1919779	0.163993
S01	2335	0	1920430	0.144491
S01	2335	0	1923469	0.0971327
S01	2335	0	1932619	0.564738
S01	2335	0	1936295	0.22782
S01	2335	0	1936325	0.695004
S01	2335	0	1939610	0.025902
S01	2335	0	1942348	0.844727
S01	2335	0	1944691	0.0417671
S01	2335	0	1947403	1.51157
S01	2335	0	1948033	0.0988569
S01	2335	0	1948714	1.02628
S01	2335	0	1956391	0.548193
S01	2335	0	1957352	0.519383
S01	2335	0	1959059	1.39224
S01	2335	0	1959175	4.27995
S01	2335	0	1959273	4.07141
S01	2335	0	1960046	0.0961544
S01	2335	0	1962917	1.18048
S01	2335	0	1969443	0.336944
S01	2335	0	1970353	0.0377555
S01	2335	0	1970748	0.220656
S01	2335	0	1971805	0.595912
S01	2335	0	1975375	0.0190935
S01	2335	0	1978134	0.641542
S01	2335	0	1980670	0.532681
S01	2335	0	1995072	0.553478
S01	2335	0	1996845	3.02988
S01	2335	0	1996965	0.175861
S01	2335	0	1997359	0.0288049
S01	2335	0	1997412	0.188246
S01	2335	0	1998991	0.0626506
S01	2335	0	1999444	0.683041
S01	2335	0	2001333	0.0203742
S01	2335	0	2002567	3.84335
S01	2335	0	2005838	0.198891
S01	2335	0	2005921	0.907258
S01	2335	0	2010597	1.12515
S01	2335	0	2015509	1.34704
S01	2335	0	2016084	0.11602
S01	2335	0	2022387	0.737066
S01	2335	0	2028549	0.112884
S01	2335	0	2036797	0.0245689
S01	2335	0	2040314	3.54762
S01	2335	0	2040901	0.141184
S01	2335	0	2041023	0.0591392
S01	2335	0	2042842	0.196551
S01	2335	0	2047235	0.799022
S01	2335	0	2052280	0.0650915
S01	2335	0	2057595	0.803937
S01	2335	0	2059256	0.622966
S01	2335	0	2062895	0.53893
S01	2335	0	2075264	7.96787
S01	2335	0	2077044	0.200482
S01	2335	0	2077832	0.0211479
S01	2335	0	2078434	0.297956
S01	2335	0	2078813	0.787801
S01	2335	0	2085441	0.112315
S01	2335	0	2089297	1.12981
S01	2335	0	2090654	0.716007
S01	2335	0	2093451	0.624808
S01	2335	0	2093476	1.62892
S01	2335	0	2095992	0.0417671
S01	2335	0	2099495	0.778968
S01	2335	0	2099528	0.602541
S01	2335	0	2101782	0.89103
S01	2335	0	2102604	0.153626
S01	2335	0	2105452	2.59884
S01	2335	0	2112329	0.342029
S01	2335	0	2119625	2.26927
S01	2335	0	2122347	0.0721158
S01	2335	0	2127214	0.0795563
S01	2335	0	2136692	1.40218
S01	2335	0	2141580	0.0202507
S01	2335	0	2145820	0.702171
S01	2335	0	2153623	0.29607
S01	2335	0	2155197	0.0221282
S01	2335	0	2155285	0.67845
S01	2335	0	2158030	0.147104
S01	2335	0	2160381	0.242518
S01	2335	0	2168157	4.00302
S01	2335	0	2171402	0.0451536
S01	2335	0	2174052	0.312642
S01	2335	0	2183825	1.44722
S01	2335	0	2183970	1.2072
S01	2335	0	2186097	0.0552292
S01	2335	0	2186892	3.78102
S01	2335	0	2188768	0.194643
S01	2335	0	2194828	1.16313
S01	2335	0	2199520	4.88171
S01	2335	0	2202406	2.78101
S01	2335	0	2209213	3.07156
S01	2335	0	2211765	0.0283166
S01	2335	0	2229979	3.50048
S01	2335	0	2231211	0.930506
S01	2335	0	2232353	3.06707
S01	2335	0	2233766	0.0477338
S01	2335	0	2233862	0.620539
S01	2335	0	2235493	0.957716
S01	2335	0	2238444	0.199154
S01	2335	0	2238700	0.0928157
S01	2335	0	2239083	0.681042
S01	2335	0	2258922	0.580098
S01	2335	0	2267424	0.393102
S01	2335	0	2270132	0.507756
S01	2335	0	2271906	0.226107
S01	2335	0	2272580	2.59884
S01	2335	0	2281581	1.54035
S01	2335	0	2282671	1.45511
S01	2335	0	2284033	0.025902
S01	2335	0	2289859	0.247508
S01	2335	0	2305538	0.570477
S01	2335	0	2316806	0.977406
S01	2335	0	2326551	0.142793
S01	2335	0	2328685	2.40775
S01	2335	0	2328907	1.00513
S01	2335	0	2331149	0.762989
S01	2335	0	2331733	0.0934647
S01	2335	0	2333967	0.085676
S01	2335	0	2403307	1.50635
S01	2335	0	2403358	2.37413
S01	2335	0	2406216	0.144232
S01	2335	0	2407032	0.325987
S01	2335	0	2408231	1.6487
S01	2335	0	2409314	4.03748
S01	2335	0	2409563	0.0506267
S01	2335	0	2410613	0.742525
S01	2335	0	2412278	0.0514056
S01	2335	0	2416073	0.15188
S01	2335	0	2417004	2.97351
S01	2335	0	2417066	0.477338
S01	2335	0	2426069	0.499889
S01	2335	0	2428607	2.81669
S01	2335	0	2430255	0.190159
S01	2335	0	2438859	0.204053
S01	2335	0	2450068	2.31325
S01	2335	0	2456031	0.484256
S01	2335	0	2457827	0.971327
S01	2335	0	2464070	0.568032
S01	2335	0	2469491	0.792027
S01	2335	0	2472155	1.56787
