sample	genome	taxonomy	dispersion	fraction	containment	PTR	log2(PTR)	enzyme_consistency	n_anchors	ori_confidence	se	ci_low	ci_high	n_enzymes	n_enzymes_attempted	enzyme_fit_rate	enzymes_used	enzyme_i2	fusion_model	ori	method	n_windows	pass_qc	qc_reason	excluded	note	run	coverage
SRR28338158	GCA_041396445.1_ASM4139644v1_genomic	-	1.613777633	0.943321458		2.622492399	1.390938591	9.230901725000001e-14	51082		0.09553553206	1.203692389	1.578184793	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8429351454	random		sorted_ransac	6668	False	enzymes disagree (p=9.2e-14)	-	enzymes disagree (Q=95.5, p=9.23e-14); largest deviation from CjeI	SRR28338158	4.427058084
SRR28338158	GCA_041396465.1_ASM4139646v1_genomic	-	1.040193439	0.6243366796		5.43605393	2.442559769	0.9413911201	8094		0.09706880486	2.252308407	2.63281113	15	16	0.9375	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	898	False	fraction 0.62 < 0.75	BaeI:only 21 anchors (< 30)		SRR28338158	2.390857738
SRR28338158	GCA_041396485.1_ASM4139648v1_genomic	-	1.008317451	0.7152222341		3.418202724	1.773237962	0.2326612659	23200		0.09071907504	1.595431842	1.951044081	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.1933451862	fixed		sorted_ransac	2620	False	fraction 0.72 < 0.75	-		SRR28338158	2.071958085
SRR28338158	GCA_041396505.1_ASM4139650v1_genomic	-	0.9456336267	0.6786302185		4.308766995	2.107275084	0.01523629213	10277		0.1225927113	1.866997785	2.347552383	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.4859914328	random		sorted_ransac	1137	False	fraction 0.68 < 0.75; enzymes disagree (p=0.015)	-	enzymes disagree (Q=29.2, p=0.0152); largest deviation from CjeI	SRR28338158	2.230707813
SRR28338158	GCA_041396525.1_ASM4139652v1_genomic	-	0.8034206007	0.3390994759		5.052001311	2.336855013	0.9996606843	7086		0.1530569452	2.036868913	2.636841114	11	16	0.6875	AlfI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I	0.0	fixed		sorted_ransac	599	False	fraction 0.34 < 0.75; only 11/16 enzymes produced a fit	AloI:only 24 anchors (< 30);BaeI:only 1 windows after outlier trimming;CspCI:only 29 anchors (< 30);PpiI:only 24 anchors (< 30);PsrI:only 4 windows after outlier trimming		SRR28338158	1.577444689
SRR28338158	GCA_041396545.1_ASM4139654v1_genomic	-	0.9999816303	0.2483661132		2.632138175	1.396235226	0.5414296419	1171		0.1538978005	1.09460108	1.697869372	7	16	0.4375	AlfI,BcgI,BslFI,CjeI,CjePI,HaeIV,Hin4I	0.0	fixed		sorted_ransac	91	False	fraction 0.25 < 0.75; only 7/16 enzymes produced a fit	AloI:only 3 windows after outlier trimming;BaeI:only 2 windows after outlier trimming;BplI:only 1 windows after outlier trimming;BsaXI:only 28 anchors (< 30);Bsp24I:only 26 anchors (< 30);CspCI:only 3 windows after outlier trimming;FalI:only 15 anchors (< 30);PpiI:only 3 windows after outlier trimming;PsrI:only 1 windows after outlier trimming		SRR28338158	2.138773863
SRR28338158	GCA_041396565.1_ASM4139656v1_genomic	-	0.8132801992	0.5593208712		4.948077909	2.306868216	0.7766732389	8948		0.08399138942	2.142248118	2.471488315	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	864	False	fraction 0.56 < 0.75	BaeI:only 18 anchors (< 30);CspCI:only 20 anchors (< 30);PsrI:only 23 anchors (< 30)		SRR28338158	1.969630242
SRR28338158	GCA_041396585.1_ASM4139658v1_genomic	-	1.04891045	0.4956744017		5.864353776	2.551972139	0.9924643399	39303		0.1416097297	2.274422169	2.829522109	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	3528	False	fraction 0.50 < 0.75	-		SRR28338158	2.043587201
SRR28338158	GCA_041396605.1_ASM4139660v1_genomic	-	0.9123612986	0.5215129342		5.146466366	2.363582198	0.9935331051	20528		0.111279009	2.145479348	2.581685048	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	1932	False	fraction 0.52 < 0.75	-		SRR28338158	2.157628776
SRR28338158	GCA_041396625.1_ASM4139662v1_genomic	-	1.048606037	0.7751738926		3.695737334	1.885862224	0.01400680098	50017		0.1180134893	1.654560036	2.117164413	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.4909090179	random		sorted_ransac	5601	False	enzymes disagree (p=0.014)	-	enzymes disagree (Q=29.5, p=0.014); largest deviation from Hin4I	SRR28338158	2.544579544
SRR28338158	GCA_041396645.1_ASM4139664v1_genomic	-	0.4481624812	0.1473795099		1.492767467	0.5779894496	1.783201479e-08	2706		0.1138979118	0.3547536445	0.8012252547	6	16	0.375	BcgI,BslFI,CjeI,CjePI,HaeIV,Hin4I	0.8877899216	random		sorted_ransac	171	False	fraction 0.15 < 0.75; enzymes disagree (p=1.8e-08); only 6/16 enzymes produced a fit	AlfI:only 18 anchors (< 30);AloI:only 3 windows after outlier trimming;BaeI:only 17 anchors (< 30);BplI:only 2 windows after outlier trimming;BsaXI:only 25 anchors (< 30);Bsp24I:only 27 anchors (< 30);CspCI:only 13 anchors (< 30);FalI:only 18 anchors (< 30);PpiI:only 1 windows after outlier trimming;PsrI:only 3 windows after outlier trimming	enzymes disagree (Q=44.6, p=1.78e-08); largest deviation from BcgI	SRR28338158	1.691532904
SRR28338158	GCA_041396665.1_ASM4139666v1_genomic	-	1.164159356	0.4615691642		6.020504774	2.589884451	0.9990622165	25292		0.178558892	2.239915454	2.939853449	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2237	False	fraction 0.46 < 0.75	CspCI:only 12 anchors (< 30)		SRR28338158	2.191884665
SRR28338158	GCA_041396685.1_ASM4139668v1_genomic	-	1.016920947	0.7349595411		3.705464359	1.889654349	0.1706110765	62740		0.07187247125	1.748786893	2.030521804	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.2512936218	fixed		sorted_ransac	6812	False	fraction 0.73 < 0.75	-		SRR28338158	2.327687398
SRR28338158	GCA_041396705.1_ASM4139670v1_genomic	-	1.54239062	0.8833471326		3.182508557	1.670164393	2.58556228e-08	45248		0.1231551354	1.428784763	1.911544023	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.7716550191	random		sorted_ransac	5504	False	enzymes disagree (p=2.6e-08)	-	enzymes disagree (Q=65.7, p=2.59e-08); largest deviation from BcgI	SRR28338158	3.320245674
SRR28338158	GCA_041396725.1_ASM4139672v1_genomic	-	0.7801535644	0.1529431255		4.054940645	2.019680797	0.0008705686991	2206		0.4397174021	1.157850525	2.881511068	7	15	0.4666666667	BcgI,BslFI,Bsp24I,CjeI,CjePI,HaeIV,Hin4I	0.7367071199	random		sorted_ransac	146	False	fraction 0.15 < 0.75; enzymes disagree (p=0.00087); only 7/15 enzymes produced a fit	AlfI:only 2 windows after outlier trimming;AloI:only 3 windows after outlier trimming;BaeI:only 4 windows after outlier trimming;BplI:only 3 windows after outlier trimming;BsaXI:only 4 windows after outlier trimming;CspCI:only 2 windows after outlier trimming;FalI:only 1 windows after outlier trimming;PsrI:only 1 windows after outlier trimming	enzymes disagree (Q=22.8, p=0.000871); largest deviation from BcgI	SRR28338158	2.188947724
SRR28338158	GCA_041396745.1_ASM4139674v1_genomic	-	1.202122721	0.6706206488		4.268469331	2.093718814	0.438131008	26582		0.07414843422	1.948390553	2.239047074	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI	0.01104260684	fixed		sorted_ransac	2721	False	fraction 0.67 < 0.75	PsrI:only 29 anchors (< 30)		SRR28338158	2.455669811
SRR28338158	GCA_041396765.1_ASM4139676v1_genomic	-	1.267618965	0.8727745889		3.475565598	1.797247774	4.831032877e-10	26970		0.1371917385	1.528356908	2.066138641	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8010119544	random		sorted_ransac	3264	False	enzymes disagree (p=4.8e-10)	-	enzymes disagree (Q=75.4, p=4.83e-10); largest deviation from Hin4I	SRR28338158	3.112494981
SRR28338158	GCA_041396785.1_ASM4139678v1_genomic	-	1.21287706	0.8524159516		3.50694747	1.810215821	1.587631107e-08	42452		0.1229621361	1.569214463	2.051217179	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.7757623131	random		sorted_ransac	5155	False	enzymes disagree (p=1.6e-08)	-	enzymes disagree (Q=66.9, p=1.59e-08); largest deviation from CjePI	SRR28338158	2.932907658
SRR28338158	GCA_041396805.1_ASM4139680v1_genomic	-	1.446879242	0.9139316281		3.528369105	1.81900149	2.505195661e-17	32222		0.1570709606	1.511148064	2.126854916	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8686537281	random		sorted_ransac	4111	False	enzymes disagree (p=2.5e-17)	-	enzymes disagree (Q=114.2, p=2.51e-17); largest deviation from BslFI	SRR28338158	3.715612993
SRR28338158	GCA_041396825.1_ASM4139682v1_genomic	-	1.194078807	0.8225926848		3.716904449	1.894101601	1.632600549e-06	16361		0.1402862909	1.619145523	2.169057679	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.7284172568	random		sorted_ransac	1954	False	enzymes disagree (p=1.6e-06)	-	enzymes disagree (Q=55.2, p=1.63e-06); largest deviation from CjePI	SRR28338158	2.89029195
SRR28338158	GCA_041396845.1_ASM4139684v1_genomic	-	0.9246262316	0.6617539823		4.683840475	2.227691941	0.9413100271	26455		0.1001284263	2.031443831	2.42394005	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2728	False	fraction 0.66 < 0.75	-		SRR28338158	2.001732642
SRR28338158	GCA_041396865.1_ASM4139686v1_genomic	-	1.088792241	0.5117427577		5.888979933	2.558017758	0.9139404042	16354		0.1119262028	2.338646431	2.777389084	13	16	0.8125	AlfI,AloI,BcgI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1497	False	fraction 0.51 < 0.75	BaeI:only 21 anchors (< 30);BplI:only 29 anchors (< 30);PsrI:only 13 anchors (< 30)		SRR28338158	2.100505312
SRR28338158	GCA_041396885.1_ASM4139688v1_genomic	-	1.494602181	0.9590041289		2.766501547	1.46806273	1.1259917190000001e-14	35783		0.1186129408	1.235585638	1.700539822	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8505044953	random		sorted_ransac	4356	False	enzymes disagree (p=1.1e-14)	-	enzymes disagree (Q=100.3, p=1.13e-14); largest deviation from CjePI	SRR28338158	4.327879173
SRR28338158	GCA_041396905.1_ASM4139690v1_genomic	-	1.175612073	0.8242306547		3.585255969	1.842076124	0.002996759923	24587		0.1191739846	1.608499406	2.075652841	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.5638807456	random		sorted_ransac	2835	False	enzymes disagree (p=0.003)	-	enzymes disagree (Q=34.4, p=0.003); largest deviation from CjePI	SRR28338158	2.606502772
SRR28338158	GCA_041396925.1_ASM4139692v1_genomic	-	1.052957549	0.7624583148		3.742853088	1.904138422	4.175984247e-06	23779		0.1178412678	1.673173781	2.135103063	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.7158640336	random		sorted_ransac	2677	False	enzymes disagree (p=4.2e-06)	-	enzymes disagree (Q=52.8, p=4.18e-06); largest deviation from BcgI	SRR28338158	2.564120538
SRR28338158	GCA_041396945.1_ASM4139694v1_genomic	-	1.042979198	0.4720786722		6.831368852	2.772174691	0.9974318831	18617		0.1382209558	2.501266596	3.043082786	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1765	False	fraction 0.47 < 0.75	BaeI:only 29 anchors (< 30);PsrI:only 20 anchors (< 30)		SRR28338158	2.268085408
SRR28338158	GCA_041396965.1_ASM4139696v1_genomic	-	1.148441692	0.9152785538		3.348122862	1.74335247	1.0319093250000001e-25	15905		0.1519373206	1.445560794	2.041144146	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.9043845963	random		sorted_ransac	1999	False	enzymes disagree (p=1e-25)	-	enzymes disagree (Q=156.9, p=1.03e-25); largest deviation from CjePI	SRR28338158	3.333531775
SRR28338158	GCA_041396985.1_ASM4139698v1_genomic	-	0.7037184752	0.6773461569		4.353321885	2.122116697	0.9215436004	24884		0.09008462599	1.945554075	2.29867932	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2452	False	fraction 0.68 < 0.75	-		SRR28338158	1.943881242
SRR28338158	GCA_041397005.1_ASM4139700v1_genomic	-	0.8472986857	0.3124125581		5.671137498	2.503638135	0.9871607154	13888		0.2037519768	2.104291599	2.902984671	11	16	0.6875	AlfI,AloI,BcgI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I	0.0	fixed		sorted_ransac	1073	False	fraction 0.31 < 0.75; only 11/16 enzymes produced a fit	BaeI:only 24 anchors (< 30);BplI:only 11 anchors (< 30);BsaXI:only 9 anchors (< 30);PpiI:only 17 anchors (< 30);PsrI:only 15 anchors (< 30)		SRR28338158	2.216127957
SRR28338158	GCA_041397015.1_ASM4139701v1_genomic	-	1.127249772	0.4159286414		6.773927875	2.759992626	0.9629370866	11910		0.1409045331	2.483824816	3.036160436	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1104	False	fraction 0.42 < 0.75	BaeI:only 11 anchors (< 30);CspCI:only 17 anchors (< 30);PsrI:only 9 anchors (< 30)		SRR28338158	2.570514938
SRR28338158	GCA_041397045.1_ASM4139704v1_genomic	-	1.203388467	0.5135886644		6.47766505	2.695473871	0.9525604438	23770		0.1183101382	2.463590261	2.92735748	15	16	0.9375	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2241	False	fraction 0.51 < 0.75	BaeI:only 29 anchors (< 30)		SRR28338158	2.074240743
SRR28338158	GCA_041397065.1_ASM4139706v1_genomic	-	1.180562767	0.7853579913		3.892284559	1.960617187	0.03303406883	25851		0.1018177963	1.761057974	2.160176401	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.4340781565	random		sorted_ransac	2821	False	enzymes disagree (p=0.033)	-	enzymes disagree (Q=26.5, p=0.033); largest deviation from CjePI	SRR28338158	2.555722664
SRR28338158	GCA_041397085.1_ASM4139708v1_genomic	-	1.461817255	0.8796002436		3.352366476	1.745179871	1.0530678800000002e-15	32186		0.145105809	1.460777711	2.029582031	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8581485358	random		sorted_ransac	3837	False	enzymes disagree (p=1.1e-15)	-	enzymes disagree (Q=105.7, p=1.05e-15); largest deviation from Hin4I	SRR28338158	3.245865416
SRR28338158	GCA_041397105.1_ASM4139710v1_genomic	-	1.956116669	0.9936834696		2.290268784	1.195516922	1.104957757e-23	35353		0.09085697724	1.017440519	1.373593325	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8977287338	random		sorted_ransac	4567	False	enzymes disagree (p=1.1e-23)	-	enzymes disagree (Q=146.7, p=1.1e-23); largest deviation from BcgI	SRR28338158	7.725158027
SRR28338158	GCA_041397125.1_ASM4139712v1_genomic	-	1.878795415	0.9877479224		2.380759748	1.25142204	3.073979721e-22	31708		0.1164557162	1.02317303	1.479671049	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8923673491	random		sorted_ransac	4120	False	enzymes disagree (p=3.1e-22)	-	enzymes disagree (Q=139.4, p=3.07e-22); largest deviation from Hin4I	SRR28338158	7.014404144
SRR28338158	GCA_041397145.1_ASM4139714v1_genomic	-	1.459999411	0.5057363966		8.010097455	3.001819795	0.9845707707	21714		0.1332677936	2.74061972	3.263019871	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	2025	False	fraction 0.51 < 0.75	BaeI:only 23 anchors (< 30);PsrI:only 25 anchors (< 30)		SRR28338158	2.726850382
SRR28338158	GCA_041397165.1_ASM4139716v1_genomic	-	2.1061248	0.389792712		7.919814699	2.985466676	0.9998676464	16498		0.1672888577	2.65758654	3.313346812	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1526	False	fraction 0.39 < 0.75	BaeI:only 18 anchors (< 30);CspCI:only 9 anchors (< 30);PsrI:only 23 anchors (< 30)		SRR28338158	2.977863663
SRR28338158	GCA_041397185.1_ASM4139718v1_genomic	-	3.49050896	0.2375133142		11.61007015	3.537304785	0.4589153445	2690		0.214998809	3.115914862	3.958694707	9	14	0.6428571429	AlfI,BcgI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,HaeIV,Hin4I	0.0	fixed		sorted_ransac	224	False	fraction 0.24 < 0.75; only 9/14 enzymes produced a fit	AloI:only 15 anchors (< 30);BplI:only 14 anchors (< 30);FalI:only 23 anchors (< 30);PpiI:only 26 anchors (< 30);PsrI:only 3 windows after outlier trimming		SRR28338158	3.974572167
SRR28338158	GCA_041397205.1_ASM4139720v1_genomic	-	1.982862952	0.3742596857		8.32727015	3.057843628	0.7038493852	6063		0.1825876357	2.699978438	3.415708818	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	585	False	fraction 0.37 < 0.75	BaeI:only 1 windows after outlier trimming;CspCI:only 1 windows after outlier trimming;PsrI:only 13 anchors (< 30)		SRR28338158	2.783931566
SRR28338158	GCA_041397225.1_ASM4139722v1_genomic	-	1.731520372	0.983534147		2.599152696	1.378041392	1.223059946e-24	34552		0.125389957	1.132281592	1.623801192	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.9009802079	random		sorted_ransac	4499	False	enzymes disagree (p=1.2e-24)	-	enzymes disagree (Q=151.5, p=1.22e-24); largest deviation from BcgI	SRR28338158	5.847352715
SRR28338158	GCA_041397245.1_ASM4139724v1_genomic	-	1.259981469	0.456445097		4.993104541	2.319937113	0.8314894983	6747		0.148531062	2.028821581	2.611052645	12	16	0.75	AlfI,AloI,BcgI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	631	False	fraction 0.46 < 0.75; only 12/16 enzymes produced a fit	BaeI:only 3 windows after outlier trimming;BplI:only 11 anchors (< 30);CspCI:only 23 anchors (< 30);PsrI:only 8 anchors (< 30)		SRR28338158	2.128068153
SRR28338158	GCA_041397265.1_ASM4139726v1_genomic	-	1.334427832	0.695709627		4.420436922	2.144188975	0.07968674592	26482		0.06777806683	2.011346405	2.277031545	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.353857426	fixed		sorted_ransac	2900	False	fraction 0.70 < 0.75	-		SRR28338158	2.413431874
SRR28338158	GCA_041397285.1_ASM4139728v1_genomic	-	1.144994123	0.3878844257		6.373209131	2.672020002	0.674572918	3862		0.1686561455	2.341460031	3.002579973	10	16	0.625	AlfI,BcgI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	366	False	fraction 0.39 < 0.75; only 10/16 enzymes produced a fit	AloI:only 29 anchors (< 30);BaeI:only 2 windows after outlier trimming;BplI:only 4 windows after outlier trimming;BsaXI:only 22 anchors (< 30);CspCI:only 3 windows after outlier trimming;PsrI:only 10 anchors (< 30)		SRR28338158	2.366090516
SRR28338158	GCA_041397305.1_ASM4139730v1_genomic	-	1.829762488	0.9541709744		2.720037705	1.44362665	3.852832625e-13	30413		0.113867785	1.220449893	1.666803408	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8373052309	random		sorted_ransac	3935	False	enzymes disagree (p=3.9e-13)	-	enzymes disagree (Q=92.2, p=3.85e-13); largest deviation from CjePI	SRR28338158	4.676437143
SRR28338158	GCA_041397325.1_ASM4139732v1_genomic	-	1.448666097	0.4413237014		6.847823214	2.775645457	0.9641140727	16884		0.162181981	2.457774615	3.093516299	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1569	False	fraction 0.44 < 0.75	BaeI:only 22 anchors (< 30);CspCI:only 16 anchors (< 30);PsrI:only 25 anchors (< 30)		SRR28338158	2.458320097
SRR28338158	GCA_041397345.1_ASM4139734v1_genomic	-	1.646117501	0.378774273		8.842517132	3.144457109	0.9886974309	15926		0.1614252285	2.828069475	3.460844743	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1478	False	fraction 0.38 < 0.75	BaeI:only 14 anchors (< 30);CspCI:only 12 anchors (< 30);PsrI:only 28 anchors (< 30)		SRR28338158	2.916304259
SRR28338158	GCA_041397365.1_ASM4139736v1_genomic	-	2.056634268	0.3524788605		9.465025306	3.242606363	0.9989564197	19911		0.1489702535	2.950630032	3.534582695	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1768	False	fraction 0.35 < 0.75	BaeI:only 17 anchors (< 30);CspCI:only 11 anchors (< 30);PsrI:only 23 anchors (< 30)		SRR28338158	3.607528784
SRR28338158	GCA_041397385.1_ASM4139738v1_genomic	-	1.114774405	0.6552821757		4.618759028	2.207505279	0.9761013538	24481		0.1012723372	2.009015146	2.405995413	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2515	False	fraction 0.66 < 0.75	-		SRR28338158	2.231512842
SRR28338158	GCA_041397405.1_ASM4139740v1_genomic	-	2.050841291	0.9892550547		2.460883788	1.29917653	4.121821527e-33	42772		0.1179788527	1.067942228	1.530410832	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.9225425902	random		sorted_ransac	5685	False	enzymes disagree (p=4.1e-33)	-	enzymes disagree (Q=193.7, p=4.12e-33); largest deviation from Hin4I	SRR28338158	7.575902936
SRR28338158	GCA_041397425.1_ASM4139742v1_genomic	-	1.707112103	0.469371489		6.349977124	2.666751395	0.9912020382	19695		0.1387786425	2.394750253	2.938752536	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	1862	False	fraction 0.47 < 0.75	CspCI:only 24 anchors (< 30)		SRR28338158	2.425033658
SRR28338158	GCA_041397445.1_ASM4139744v1_genomic	-	1.247236223	0.678214334		4.147332098	2.052183576	0.1096203893	27906		0.0798735581	1.895634279	2.208732873	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.3160432057	fixed		sorted_ransac	3023	False	fraction 0.68 < 0.75	-		SRR28338158	2.310796649
SRR28338158	GCA_041397465.1_ASM4139746v1_genomic	-	1.098780662	0.641873692		4.909484649	2.295571592	0.8794885981	40808		0.09803844606	2.103419769	2.487723415	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	4287	False	fraction 0.64 < 0.75	-		SRR28338158	2.327996574
