file	accession	organism	n_contigs	total_len	domain	mag	n50	Completeness	Contamination	genome	n_qc_pass	n	qc_rate_current	mean_cov	med_cov	max_cov
GCA_041390805.1_ASM4139080v1_genomic.fna	GCA_041390805.1	Thermomicrobiales bacterium (bacteria)	35	2376499	Bacteria	GCA_041390805.1_ASM4139080v1_genomic	138642	45.06	0.03	GCA_041390805.1_ASM4139080v1_genomic	0	9	0.0	1.7157199852222222	1.72914624	2.08857858
GCA_041390825.1_ASM4139082v1_genomic.fna	GCA_041390825.1	Thermomicrobiales bacterium (bacteria)	97	4347797	Bacteria	GCA_041390825.1_ASM4139082v1_genomic	121631	95.66	1.17	GCA_041390825.1_ASM4139082v1_genomic	0	9	0.0	2.246743084777778	2.260719375	3.141976338
GCA_041390845.1_ASM4139084v1_genomic.fna	GCA_041390845.1	Thermomicrobiales bacterium (bacteria)	76	4168170	Bacteria	GCA_041390845.1_ASM4139084v1_genomic	85733	70.55	1.15	GCA_041390845.1_ASM4139084v1_genomic	0	9	0.0	1.9748213213333332	1.949227695	3.22645285
GCA_041390865.1_ASM4139086v1_genomic.fna	GCA_041390865.1	Thermomicrobiales bacterium (bacteria)	51	4591537	Bacteria	GCA_041390865.1_ASM4139086v1_genomic	176906	91.53	3.09	GCA_041390865.1_ASM4139086v1_genomic	0	9	0.0	2.231245995777778	2.172193593	3.468040018
GCA_041390885.1_ASM4139088v1_genomic.fna	GCA_041390885.1	Anaerolineae bacterium (GNS bacteria)	35	6740604	Bacteria	GCA_041390885.1_ASM4139088v1_genomic	411570	87.13	4.28	GCA_041390885.1_ASM4139088v1_genomic	0	9	0.0	2.245503507777778	2.079893546	3.259800579
GCA_041390905.1_ASM4139090v1_genomic.fna	GCA_041390905.1	Chloroflexota bacterium (GNS bacteria)	20	6136996	Bacteria	GCA_041390905.1_ASM4139090v1_genomic	1400197	85.91	3.71	GCA_041390905.1_ASM4139090v1_genomic	0	9	0.0	27.270505487857143	21.89639283	74.33098118
GCA_041390925.1_ASM4139092v1_genomic.fna	GCA_041390925.1	Chloroflexota bacterium (GNS bacteria)	134	6562585	Bacteria	GCA_041390925.1_ASM4139092v1_genomic	94300	94.58	5.64	GCA_041390925.1_ASM4139092v1_genomic	0	9	0.0	2.334325845222222	2.163499598	4.745565234
GCA_041390945.1_ASM4139094v1_genomic.fna	GCA_041390945.1	Chloroflexota bacterium (GNS bacteria)	95	4186271	Bacteria	GCA_041390945.1_ASM4139094v1_genomic	172253	85.84	5.75	GCA_041390945.1_ASM4139094v1_genomic	0	9	0.0	1.827001388777778	1.720096627	2.601643171
GCA_041390965.1_ASM4139096v1_genomic.fna	GCA_041390965.1	Chloroflexota bacterium (GNS bacteria)	242	6281678	Bacteria	GCA_041390965.1_ASM4139096v1_genomic	61547	81.76	13.04	GCA_041390965.1_ASM4139096v1_genomic	0	9	0.0	3.293917238888889	2.793774739	6.929553991
GCA_041390985.1_ASM4139098v1_genomic.fna	GCA_041390985.1	Chloroflexota bacterium (GNS bacteria)	19	4622698	Bacteria	GCA_041390985.1_ASM4139098v1_genomic	807179	99.41	2.24	GCA_041390985.1_ASM4139098v1_genomic	1	9	0.1111111111111111	3.491107328888889	2.965773562	7.549902465
GCA_041391005.1_ASM4139100v1_genomic.fna	GCA_041391005.1	Caldilineaceae bacterium (GNS bacteria)	113	8416003	Bacteria	GCA_041391005.1_ASM4139100v1_genomic	134601	53.15	5.43	GCA_041391005.1_ASM4139100v1_genomic	0	9	0.0	2.1221704986666667	2.12082731	2.865163844
GCA_041391025.1_ASM4139102v1_genomic.fna	GCA_041391025.1	Caldilineaceae bacterium (GNS bacteria)	123	13603741	Bacteria	GCA_041391025.1_ASM4139102v1_genomic	215020	95.75	16.94	GCA_041391025.1_ASM4139102v1_genomic	0	9	0.0	2.3277255988888887	2.478369715	3.448709597
GCA_041391045.1_ASM4139104v1_genomic.fna	GCA_041391045.1	Caldilineaceae bacterium (GNS bacteria)	251	3644152	Bacteria	GCA_041391045.1_ASM4139104v1_genomic	29487	53.71	1.39	GCA_041391045.1_ASM4139104v1_genomic	0	9	0.0	2.210742479	2.078107002	2.954773329
GCA_041391065.1_ASM4139106v1_genomic.fna	GCA_041391065.1	Caldilineaceae bacterium (GNS bacteria)	90	12176704	Bacteria	GCA_041391065.1_ASM4139106v1_genomic	343240	89.87	11.07	GCA_041391065.1_ASM4139106v1_genomic	0	9	0.0	2.021405871777778	2.086370266	2.722746236
GCA_041391085.1_ASM4139108v1_genomic.fna	GCA_041391085.1	Caldilineaceae bacterium (GNS bacteria)	1	14277107	Bacteria	GCA_041391085.1_ASM4139108v1_genomic	14277107	99.6	11.86	GCA_041391085.1_ASM4139108v1_genomic	0	9	0.0	7.987688274888888	9.731736819	15.09738085
GCA_041391105.1_ASM4139110v1_genomic.fna	GCA_041391105.1	Caldilineaceae bacterium (GNS bacteria)	88	6896474	Bacteria	GCA_041391105.1_ASM4139110v1_genomic	168423	81.64	5.33	GCA_041391105.1_ASM4139110v1_genomic	0	9	0.0	2.258095139222222	2.286373531	2.694795734
GCA_041391125.1_ASM4139112v1_genomic.fna	GCA_041391125.1	Caldilineaceae bacterium (GNS bacteria)	182	8949217	Bacteria	GCA_041391125.1_ASM4139112v1_genomic	100613	86.91	6.9	GCA_041391125.1_ASM4139112v1_genomic	0	9	0.0	2.2732897016666667	2.066607281	3.779066843
GCA_041391145.1_ASM4139114v1_genomic.fna	GCA_041391145.1	Caldilineaceae bacterium (GNS bacteria)	56	10663645	Bacteria	GCA_041391145.1_ASM4139114v1_genomic	326216	94.66	12.48	GCA_041391145.1_ASM4139114v1_genomic	0	9	0.0	2.206493583	2.009466056	3.760714082
GCA_041391165.1_ASM4139116v1_genomic.fna	GCA_041391165.1	Caldilineaceae bacterium (GNS bacteria)	219	5809489	Bacteria	GCA_041391165.1_ASM4139116v1_genomic	53886	73.67	2.85	GCA_041391165.1_ASM4139116v1_genomic	0	9	0.0	2.0714090364444444	1.92204359	3.211687424
GCA_041391185.1_ASM4139118v1_genomic.fna	GCA_041391185.1	Caldilineaceae bacterium (GNS bacteria)	233	3980460	Bacteria	GCA_041391185.1_ASM4139118v1_genomic	30069	46.55	1.87	GCA_041391185.1_ASM4139118v1_genomic	0	9	0.0	2.2325522584444446	2.180188084	3.059946559
GCA_041391205.1_ASM4139120v1_genomic.fna	GCA_041391205.1	Caldilineaceae bacterium (GNS bacteria)	206	5473475	Bacteria	GCA_041391205.1_ASM4139120v1_genomic	55264	76.19	3.34	GCA_041391205.1_ASM4139120v1_genomic	0	9	0.0	2.0666539777777775	1.930242068	3.274163868
GCA_041391225.1_ASM4139122v1_genomic.fna	GCA_041391225.1	Caldilineaceae bacterium (GNS bacteria)	88	7324567	Bacteria	GCA_041391225.1_ASM4139122v1_genomic	196343	92.49	5.14	GCA_041391225.1_ASM4139122v1_genomic	0	9	0.0	1.9088136044444444	1.930838927	2.450163474
GCA_041391245.1_ASM4139124v1_genomic.fna	GCA_041391245.1	Caldilineales bacterium (GNS bacteria)	67	5217497	Bacteria	GCA_041391245.1_ASM4139124v1_genomic	155697	80.24	2.9	GCA_041391245.1_ASM4139124v1_genomic	0	9	0.0	2.0297637168888887	1.950927842	2.732614959
GCA_041391265.1_ASM4139126v1_genomic.fna	GCA_041391265.1	Calditrichia bacterium (bacteria)	146	4458588	Bacteria	GCA_041391265.1_ASM4139126v1_genomic	62182	70.46	0.31	GCA_041391265.1_ASM4139126v1_genomic	1	9	0.1111111111111111	3.1533296555555554	2.1933843	5.816809294
GCA_041391285.1_ASM4139128v1_genomic.fna	GCA_041391285.1	Aliarcobacter sp. (e-proteobacteria)	105	2132168	Bacteria	GCA_041391285.1_ASM4139128v1_genomic	53647	72.27	3.9	GCA_041391285.1_ASM4139128v1_genomic	0	9	0.0	2.433763982555556	1.786074953	7.979306324
GCA_041391305.1_ASM4139130v1_genomic.fna	GCA_041391305.1	Calditrichia bacterium (bacteria)	72	5810748	Bacteria	GCA_041391305.1_ASM4139130v1_genomic	266620	97.31	5.3	GCA_041391305.1_ASM4139130v1_genomic	1	9	0.1111111111111111	3.907902691	2.154837471	8.683089165
GCA_041391325.1_ASM4139132v1_genomic.fna	GCA_041391325.1	Caldisericia bacterium (bacteria)	26	1450589	Bacteria	GCA_041391325.1_ASM4139132v1_genomic	79249	47.66	2.88	GCA_041391325.1_ASM4139132v1_genomic	0	9	0.0	2.8441008617777777	2.661745623	5.30662912
GCA_041391345.1_ASM4139134v1_genomic.fna	GCA_041391345.1	Bdellovibrionota bacterium (bacteria)	49	2526451	Bacteria	GCA_041391345.1_ASM4139134v1_genomic	96178	56.41	1.59	GCA_041391345.1_ASM4139134v1_genomic	0	9	0.0	2.436132248555556	2.181289537	4.181720258
GCA_041391365.1_ASM4139136v1_genomic.fna	GCA_041391365.1	Bdellovibrionota bacterium (bacteria)	6	2080803	Bacteria	GCA_041391365.1_ASM4139136v1_genomic	641458	90.45	0.17	GCA_041391365.1_ASM4139136v1_genomic	0	9	0.0	2.794370604555555	2.899130132	4.690632577
GCA_041391385.1_ASM4139138v1_genomic.fna	GCA_041391385.1	Bdellovibrionota bacterium (bacteria)	16	2798469	Bacteria	GCA_041391385.1_ASM4139138v1_genomic	400680	89.51	2.04	GCA_041391385.1_ASM4139138v1_genomic	1	9	0.1111111111111111	1.8075329115555556	1.742630357	2.389980736
GCA_041391405.1_ASM4139140v1_genomic.fna	GCA_041391405.1	Bdellovibrionota bacterium (bacteria)	47	1383309	Bacteria	GCA_041391405.1_ASM4139140v1_genomic	69685	54.64	1.56	GCA_041391405.1_ASM4139140v1_genomic	0	9	0.0	2.0739648401111115	1.978988143	2.810579209
GCA_041391425.1_ASM4139142v1_genomic.fna	GCA_041391425.1	Bdellovibrionota bacterium (bacteria)	36	4116847	Bacteria	GCA_041391425.1_ASM4139142v1_genomic	351081	92.64	1.67	GCA_041391425.1_ASM4139142v1_genomic	0	9	0.0	2.1783784945555555	1.741638022	4.517974596
GCA_041391435.1_ASM4139143v1_genomic.fna	GCA_041391435.1	Bdellovibrionota bacterium (bacteria)	33	2299099	Bacteria	GCA_041391435.1_ASM4139143v1_genomic	203080	77.27	3.59	GCA_041391435.1_ASM4139143v1_genomic	0	9	0.0	1.8156496897777776	1.639454196	3.141972684
GCA_041391465.1_ASM4139146v1_genomic.fna	GCA_041391465.1	Bdellovibrionales bacterium (bacteria)	41	2707024	Bacteria	GCA_041391465.1_ASM4139146v1_genomic	107492	59.13	0.35	GCA_041391465.1_ASM4139146v1_genomic	0	9	0.0	2.2619433411111114	2.239890897	3.171626833
GCA_041391485.1_ASM4139148v1_genomic.fna	GCA_041391485.1	Bdellovibrionota bacterium (bacteria)	44	3464123	Bacteria	GCA_041391485.1_ASM4139148v1_genomic	102725	78.31	2.27	GCA_041391485.1_ASM4139148v1_genomic	0	9	0.0	2.1486500701111115	1.873293637	4.017193565
GCA_041391505.1_ASM4139150v1_genomic.fna	GCA_041391505.1	Rhodothermales bacterium (bacteria)	69	6270469	Bacteria	GCA_041391505.1_ASM4139150v1_genomic	173694	98.15	2.17	GCA_041391505.1_ASM4139150v1_genomic	1	9	0.1111111111111111	3.4194260439999997	3.127840624	5.344650305
GCA_041391525.1_ASM4139152v1_genomic.fna	GCA_041391525.1	Rhodothermales bacterium (bacteria)	39	5010059	Bacteria	GCA_041391525.1_ASM4139152v1_genomic	405086	98.56	0.65	GCA_041391525.1_ASM4139152v1_genomic	1	9	0.1111111111111111	3.1638831934444442	2.807115284	5.218118096
GCA_041391545.1_ASM4139154v1_genomic.fna	GCA_041391545.1	Ignavibacteria bacterium (bacteria)	141	3188340	Bacteria	GCA_041391545.1_ASM4139154v1_genomic	40654	49.89	1.46	GCA_041391545.1_ASM4139154v1_genomic	0	9	0.0	3.430943106222222	2.446561091	6.396565536
GCA_041391565.1_ASM4139156v1_genomic.fna	GCA_041391565.1	Kapaibacterium sp. (SeqCode) (CFB group bacteria)	9	5015398	Bacteria	GCA_041391565.1_ASM4139156v1_genomic	1080366	99.81	1.03	GCA_041391565.1_ASM4139156v1_genomic	1	9	0.1111111111111111	2.523646497222222	2.460235257	3.373207142
GCA_041391585.1_ASM4139158v1_genomic.fna	GCA_041391585.1	Kapaibacterium sp. (SeqCode) (CFB group bacteria)	9	2892013	Bacteria	GCA_041391585.1_ASM4139158v1_genomic	1477773	100.0	0.43	GCA_041391585.1_ASM4139158v1_genomic	0	9	0.0	2.751372801888889	2.311005806	5.804144197
GCA_041391605.1_ASM4139160v1_genomic.fna	GCA_041391605.1	Bacteroidia bacterium (CFB group bacteria)	48	1985777	Bacteria	GCA_041391605.1_ASM4139160v1_genomic	62126	53.68	0.04	GCA_041391605.1_ASM4139160v1_genomic	0	9	0.0	2.756777287777778	2.22371694	4.567217015
GCA_041391625.1_ASM4139162v1_genomic.fna	GCA_041391625.1	Ignavibacteria bacterium (bacteria)	131	3229295	Bacteria	GCA_041391625.1_ASM4139162v1_genomic	51012	52.38	4.0	GCA_041391625.1_ASM4139162v1_genomic	0	9	0.0	2.402933417333333	1.997252672	4.113192471
GCA_041391645.1_ASM4139164v1_genomic.fna	GCA_041391645.1	Bacteroidia bacterium (CFB group bacteria)	4	3247449	Bacteria	GCA_041391645.1_ASM4139164v1_genomic	1663831	100.0	0.45	GCA_041391645.1_ASM4139164v1_genomic	0	9	0.0	2.226854125111111	1.799195058	3.597868988
GCA_041391665.1_ASM4139166v1_genomic.fna	GCA_041391665.1	Bacteroidia bacterium (CFB group bacteria)	3	7850160	Bacteria	GCA_041391665.1_ASM4139166v1_genomic	2808451	100.0	0.59	GCA_041391665.1_ASM4139166v1_genomic	0	9	0.0	4.409074961111111	3.973370916	9.273874942
GCA_041391685.1_ASM4139168v1_genomic.fna	GCA_041391685.1	Bacteroidia bacterium (CFB group bacteria)	123	3947654	Bacteria	GCA_041391685.1_ASM4139168v1_genomic	53644	47.25	0.03	GCA_041391685.1_ASM4139168v1_genomic	0	9	0.0	2.0217421645555556	1.868961772	3.533641385
GCA_041391705.1_ASM4139170v1_genomic.fna	GCA_041391705.1	Bacteroidia bacterium (CFB group bacteria)	151	5965317	Bacteria	GCA_041391705.1_ASM4139170v1_genomic	60108	60.7	1.1	GCA_041391705.1_ASM4139170v1_genomic	0	9	0.0	2.062380221444444	1.802883834	3.628067833
GCA_041391725.1_ASM4139172v1_genomic.fna	GCA_041391725.1	Bacteroidia bacterium (CFB group bacteria)	54	6673432	Bacteria	GCA_041391725.1_ASM4139172v1_genomic	175189	94.36	0.56	GCA_041391725.1_ASM4139172v1_genomic	0	9	0.0	2.0083756003333333	1.725809994	3.130982211
GCA_041391745.1_ASM4139174v1_genomic.fna	GCA_041391745.1	Flavobacteriales bacterium (CFB group bacteria)	39	3258615	Bacteria	GCA_041391745.1_ASM4139174v1_genomic	152835	91.77	0.29	GCA_041391745.1_ASM4139174v1_genomic	0	9	0.0	1.854646611777778	1.819046995	2.237721371
GCA_041391765.1_ASM4139176v1_genomic.fna	GCA_041391765.1	Flavobacteriales bacterium (CFB group bacteria)	54	3110717	Bacteria	GCA_041391765.1_ASM4139176v1_genomic	96711	80.2	0.25	GCA_041391765.1_ASM4139176v1_genomic	0	9	0.0	2.2535195336666667	1.816018177	4.54377403
GCA_041391785.1_ASM4139178v1_genomic.fna	GCA_041391785.1	Flavobacteriales bacterium (CFB group bacteria)	24	3364868	Bacteria	GCA_041391785.1_ASM4139178v1_genomic	221942	94.21	0.71	GCA_041391785.1_ASM4139178v1_genomic	0	9	0.0	9.893556573888889	8.563266472	19.95920121
GCA_041391805.1_ASM4139180v1_genomic.fna	GCA_041391805.1	Flavobacteriales bacterium (CFB group bacteria)	83	3832726	Bacteria	GCA_041391805.1_ASM4139180v1_genomic	110461	96.57	4.59	GCA_041391805.1_ASM4139180v1_genomic	0	9	0.0	7.076765340555555	6.282227322	13.34347812
GCA_041391825.1_ASM4139182v1_genomic.fna	GCA_041391825.1	Flavobacteriales bacterium (CFB group bacteria)	36	3281923	Bacteria	GCA_041391825.1_ASM4139182v1_genomic	177481	90.81	1.46	GCA_041391825.1_ASM4139182v1_genomic	0	9	0.0	2.3376863541111113	2.295498412	3.535648779
GCA_041391845.1_ASM4139184v1_genomic.fna	GCA_041391845.1	Flavobacteriales bacterium (CFB group bacteria)	14	3520796	Bacteria	GCA_041391845.1_ASM4139184v1_genomic	624514	95.24	0.0	GCA_041391845.1_ASM4139184v1_genomic	0	9	0.0	3.7259500851111116	3.095854096	9.084916028
GCA_041391865.1_ASM4139186v1_genomic.fna	GCA_041391865.1	Flavobacteriales bacterium (CFB group bacteria)	37	4112958	Bacteria	GCA_041391865.1_ASM4139186v1_genomic	217224	97.39	2.0	GCA_041391865.1_ASM4139186v1_genomic	0	9	0.0	10.392544301444444	6.800533444	21.42109136
GCA_041391885.1_ASM4139188v1_genomic.fna	GCA_041391885.1	Flavobacteriaceae bacterium (CFB group bacteria)	70	2873311	Bacteria	GCA_041391885.1_ASM4139188v1_genomic	81322	95.08	2.54	GCA_041391885.1_ASM4139188v1_genomic	1	9	0.1111111111111111	2.990767733555556	2.379531489	5.937210359
GCA_041391905.1_ASM4139190v1_genomic.fna	GCA_041391905.1	Gelidibacter sp. (CFB group bacteria)	57	2145550	Bacteria	GCA_041391905.1_ASM4139190v1_genomic	70388	58.19	1.98	GCA_041391905.1_ASM4139190v1_genomic	0	9	0.0	2.457448364333333	2.308375773	3.546022909
GCA_041391925.1_ASM4139192v1_genomic.fna	GCA_041391925.1	Gelidibacter sp. (CFB group bacteria)	19	3068415	Bacteria	GCA_041391925.1_ASM4139192v1_genomic	407532	85.94	0.62	GCA_041391925.1_ASM4139192v1_genomic	0	9	0.0	3.1123556967777777	2.85516414	4.960840327
GCA_041391945.1_ASM4139194v1_genomic.fna	GCA_041391945.1	Allomuricauda sp. (CFB group bacteria)	14	3547527	Bacteria	GCA_041391945.1_ASM4139194v1_genomic	368295	94.0	0.32	GCA_041391945.1_ASM4139194v1_genomic	0	9	0.0	3.3874278749999998	2.720573618	7.420681649
GCA_041391965.1_ASM4139196v1_genomic.fna	GCA_041391965.1	Gelidibacter sp. (CFB group bacteria)	11	2623472	Bacteria	GCA_041391965.1_ASM4139196v1_genomic	487383	95.8	2.52	GCA_041391965.1_ASM4139196v1_genomic	0	9	0.0	5.430114165777778	4.216624667	13.37053556
GCA_041391985.1_ASM4139198v1_genomic.fna	GCA_041391985.1	Flavobacterium haoranii (CFB group bacteria)	65	2214356	Bacteria	GCA_041391985.1_ASM4139198v1_genomic	58181	81.56	0.53	GCA_041391985.1_ASM4139198v1_genomic	0	9	0.0	3.958788580222222	2.267387745	15.74158959
GCA_041392005.1_ASM4139200v1_genomic.fna	GCA_041392005.1	Flavobacterium sp. (CFB group bacteria)	51	2370051	Bacteria	GCA_041392005.1_ASM4139200v1_genomic	85053	93.61	0.27	GCA_041392005.1_ASM4139200v1_genomic	0	9	0.0	4.169555921444445	3.996979771	7.584747571
GCA_041392025.1_ASM4139202v1_genomic.fna	GCA_041392025.1	Flavobacterium sp. (CFB group bacteria)	15	2912325	Bacteria	GCA_041392025.1_ASM4139202v1_genomic	556758	95.23	0.74	GCA_041392025.1_ASM4139202v1_genomic	0	9	0.0	4.117371722777778	3.478524649	7.967804008
GCA_041392045.1_ASM4139204v1_genomic.fna	GCA_041392045.1	Flavobacteriaceae bacterium (CFB group bacteria)	37	2765992	Bacteria	GCA_041392045.1_ASM4139204v1_genomic	158462	72.88	0.81	GCA_041392045.1_ASM4139204v1_genomic	0	9	0.0	2.355438213333333	1.926430405	3.372420462
GCA_041392065.1_ASM4139206v1_genomic.fna	GCA_041392065.1	Flavobacteriaceae bacterium (CFB group bacteria)	7	2961282	Bacteria	GCA_041392065.1_ASM4139206v1_genomic	592174	99.99	0.15	GCA_041392065.1_ASM4139206v1_genomic	0	9	0.0	4.174659289555556	2.501624935	9.687553542
GCA_041392085.1_ASM4139208v1_genomic.fna	GCA_041392085.1	Flavobacterium sp. (CFB group bacteria)	18	2786902	Bacteria	GCA_041392085.1_ASM4139208v1_genomic	333288	90.11	0.08	GCA_041392085.1_ASM4139208v1_genomic	0	9	0.0	3.705835193666667	2.308132297	9.661393414
GCA_041392105.1_ASM4139210v1_genomic.fna	GCA_041392105.1	Flavobacteriaceae bacterium (CFB group bacteria)	49	1797968	Bacteria	GCA_041392105.1_ASM4139210v1_genomic	50126	53.83	1.38	GCA_041392105.1_ASM4139210v1_genomic	0	9	0.0	2.9450783583333333	2.425595662	6.214024547
GCA_041392125.1_ASM4139212v1_genomic.fna	GCA_041392125.1	Flavobacteriaceae bacterium (CFB group bacteria)	21	2561866	Bacteria	GCA_041392125.1_ASM4139212v1_genomic	247994	83.76	0.2	GCA_041392125.1_ASM4139212v1_genomic	0	9	0.0	5.305556204888889	4.269895786	11.16489296
GCA_041392145.1_ASM4139214v1_genomic.fna	GCA_041392145.1	Flavobacteriaceae bacterium (CFB group bacteria)	27	2226159	Bacteria	GCA_041392145.1_ASM4139214v1_genomic	245260	70.53	0.09	GCA_041392145.1_ASM4139214v1_genomic	0	9	0.0	3.7356496993333335	2.53823686	8.135145539
GCA_041392165.1_ASM4139216v1_genomic.fna	GCA_041392165.1	Flavobacteriaceae bacterium (CFB group bacteria)	20	4387231	Bacteria	GCA_041392165.1_ASM4139216v1_genomic	519640	90.14	0.54	GCA_041392165.1_ASM4139216v1_genomic	0	9	0.0	2.1229630103333332	2.011613792	3.169608933
GCA_041392175.1_ASM4139217v1_genomic.fna	GCA_041392175.1	Flavobacteriaceae bacterium (CFB group bacteria)	39	2241251	Bacteria	GCA_041392175.1_ASM4139217v1_genomic	100544	68.42	0.49	GCA_041392175.1_ASM4139217v1_genomic	0	9	0.0	2.187328125444444	1.904329097	3.00120491
GCA_041392205.1_ASM4139220v1_genomic.fna	GCA_041392205.1	Flavobacteriaceae bacterium (CFB group bacteria)	38	2712462	Bacteria	GCA_041392205.1_ASM4139220v1_genomic	156264	89.15	2.72	GCA_041392205.1_ASM4139220v1_genomic	0	9	0.0	2.7571111568888886	2.755017228	4.450247273
GCA_041392225.1_ASM4139222v1_genomic.fna	GCA_041392225.1	Flavobacteriaceae bacterium (CFB group bacteria)	25	2566291	Bacteria	GCA_041392225.1_ASM4139222v1_genomic	331778	90.11	0.08	GCA_041392225.1_ASM4139222v1_genomic	0	9	0.0	8.321008497222222	5.741572204	26.66309159
GCA_041392235.1_ASM4139223v1_genomic.fna	GCA_041392235.1	Flavobacteriaceae bacterium (CFB group bacteria)	20	3092277	Bacteria	GCA_041392235.1_ASM4139223v1_genomic	514045	99.97	1.53	GCA_041392235.1_ASM4139223v1_genomic	0	9	0.0	5.1543311303333335	5.342595438	6.749449593
GCA_041392255.1_ASM4139225v1_genomic.fna	GCA_041392255.1	Crocinitomicaceae bacterium (CFB group bacteria)	49	3564927	Bacteria	GCA_041392255.1_ASM4139225v1_genomic	115079	97.89	3.22	GCA_041392255.1_ASM4139225v1_genomic	0	9	0.0	2.3733526250000003	2.191947525	3.930943227
GCA_041392275.1_ASM4139227v1_genomic.fna	GCA_041392275.1	Crocinitomicaceae bacterium (CFB group bacteria)	47	2436852	Bacteria	GCA_041392275.1_ASM4139227v1_genomic	82698	69.45	2.25	GCA_041392275.1_ASM4139227v1_genomic	0	9	0.0	2.1565867768888887	1.768917045	5.626978106
GCA_041392305.1_ASM4139230v1_genomic.fna	GCA_041392305.1	Crocinitomicaceae bacterium (CFB group bacteria)	78	3718067	Bacteria	GCA_041392305.1_ASM4139230v1_genomic	123025	84.84	3.42	GCA_041392305.1_ASM4139230v1_genomic	0	9	0.0	2.4831404362222225	2.196101672	4.372252792
GCA_041392315.1_ASM4139231v1_genomic.fna	GCA_041392315.1	Spirosomataceae bacterium (CFB group bacteria)	38	5703243	Bacteria	GCA_041392315.1_ASM4139231v1_genomic	334191	82.62	2.55	GCA_041392315.1_ASM4139231v1_genomic	0	9	0.0	1.8675944396666668	1.745358722	3.250417446
GCA_041392325.1_ASM4139232v1_genomic.fna	GCA_041392325.1	Cyclobacteriaceae bacterium (CFB group bacteria)	7	3802596	Bacteria	GCA_041392325.1_ASM4139232v1_genomic	1646117	90.88	0.08	GCA_041392325.1_ASM4139232v1_genomic	0	9	0.0	5.117842627	3.29584483	12.2521877
GCA_041392355.1_ASM4139235v1_genomic.fna	GCA_041392355.1	Chitinophagales bacterium (CFB group bacteria)	98	1962572	Bacteria	GCA_041392355.1_ASM4139235v1_genomic	35242	61.51	0.31	GCA_041392355.1_ASM4139235v1_genomic	0	9	0.0	2.3941667721111113	2.04403253	4.037347097
GCA_041392385.1_ASM4139238v1_genomic.fna	GCA_041392385.1	Cyclobacteriaceae bacterium (CFB group bacteria)	6	4530590	Bacteria	GCA_041392385.1_ASM4139238v1_genomic	1287921	100.0	0.1	GCA_041392385.1_ASM4139238v1_genomic	0	9	0.0	5.891726270777777	5.882597667	13.42176019
GCA_041392405.1_ASM4139240v1_genomic.fna	GCA_041392405.1	Chitinophagales bacterium (CFB group bacteria)	118	2124212	Bacteria	GCA_041392405.1_ASM4139240v1_genomic	32056	63.45	1.43	GCA_041392405.1_ASM4139240v1_genomic	2	9	0.2222222222222222	2.4020347024444444	2.074724969	4.296624656
GCA_041392415.1_ASM4139241v1_genomic.fna	GCA_041392415.1	Chitinophagales bacterium (CFB group bacteria)	90	2603924	Bacteria	GCA_041392415.1_ASM4139241v1_genomic	67218	83.52	0.73	GCA_041392415.1_ASM4139241v1_genomic	0	9	0.0	2.3731280826666667	1.865365911	5.561564461
GCA_041392425.1_ASM4139242v1_genomic.fna	GCA_041392425.1	Chitinophagales bacterium (CFB group bacteria)	67	2293829	Bacteria	GCA_041392425.1_ASM4139242v1_genomic	58674	75.14	1.3	GCA_041392425.1_ASM4139242v1_genomic	0	9	0.0	2.266484526	2.037265031	3.662385311
GCA_041392465.1_ASM4139246v1_genomic.fna	GCA_041392465.1	Chitinophagales bacterium (CFB group bacteria)	12	3552022	Bacteria	GCA_041392465.1_ASM4139246v1_genomic	470388	100.0	0.01	GCA_041392465.1_ASM4139246v1_genomic	0	9	0.0	2.3664161226666667	1.776411074	6.015313777
GCA_041392475.1_ASM4139247v1_genomic.fna	GCA_041392475.1	Chitinophagales bacterium (CFB group bacteria)	5	7777659	Bacteria	GCA_041392475.1_ASM4139247v1_genomic	2416666	99.99	0.58	GCA_041392475.1_ASM4139247v1_genomic	0	9	0.0	4.349115793666666	3.273862952	9.406103448
GCA_041392505.1_ASM4139250v1_genomic.fna	GCA_041392505.1	Saprospiraceae bacterium (CFB group bacteria)	113	7591882	Bacteria	GCA_041392505.1_ASM4139250v1_genomic	128334	100.0	1.07	GCA_041392505.1_ASM4139250v1_genomic	0	9	0.0	2.097813555888889	1.768016808	3.289466568
GCA_041392515.1_ASM4139251v1_genomic.fna	GCA_041392515.1	Saprospiraceae bacterium (CFB group bacteria)	28	7570049	Bacteria	GCA_041392515.1_ASM4139251v1_genomic	569827	92.02	2.14	GCA_041392515.1_ASM4139251v1_genomic	0	9	0.0	4.9469725239999995	2.831770891	12.17111754
GCA_041392545.1_ASM4139254v1_genomic.fna	GCA_041392545.1	Saprospiraceae bacterium (CFB group bacteria)	52	5834105	Bacteria	GCA_041392545.1_ASM4139254v1_genomic	213013	100.0	0.58	GCA_041392545.1_ASM4139254v1_genomic	0	9	0.0	3.360614509888889	3.198861986	4.962467066
GCA_041392555.1_ASM4139255v1_genomic.fna	GCA_041392555.1	Saprospiraceae bacterium (CFB group bacteria)	53	2867264	Bacteria	GCA_041392555.1_ASM4139255v1_genomic	112268	63.94	0.89	GCA_041392555.1_ASM4139255v1_genomic	0	9	0.0	1.9992916082222223	1.781321356	4.304764405
