scope	id	mode	n_landmarks	build_wall_s	peak_rss_kb	disk_bytes	bytes_per_landmark	reads	target
genome	g170_GCF_029088405_1	enzyme_k8	37438	2	15348	1460473	39.0		
genome	g171_GCF_036502285_1	enzyme_k16	48511	5	18652	1848588	38.1		
genome	g171_GCF_036502285_1	enzyme_k8	41154	2	17968	1569022	38.1		
genome	g172_GCF_003175885_1	enzyme_k16	43662	4	16296	1722419	39.4		
genome	g172_GCF_003175885_1	enzyme_k8	37171	2	15340	1475761	39.7		
genome	g173_GCF_012063425_1	enzyme_k16	45039	4	16608	1732663	38.5		
genome	g173_GCF_012063425_1	enzyme_k8	38238	2	15332	1474225	38.6		
genome	g174_GCA_948563135_1	enzyme_k16	23230	2	10184	898759	38.7		
genome	g174_GCA_948563135_1	enzyme_k8	19074	1	9356	740831	38.8		
genome	g175_GCF_006350365_1	enzyme_k16	43898	4	16580	1752308	39.9		
genome	g175_GCF_006350365_1	enzyme_k8	37430	2	15404	1506524	40.2		
genome	g176_GCA_002308595_1	enzyme_k16	16115	2	8364	627975	39.0		
genome	g176_GCA_002308595_1	enzyme_k8	11774	0	7560	463017	39.3		
genome	g177_GCF_000327845_2	enzyme_k16	17065	2	8520	658307	38.6		
genome	g177_GCF_000327845_2	enzyme_k8	13541	1	7188	524395	38.7		
genome	g178_GCA_900553595_1	enzyme_k16	20053	2	9504	777481	38.8		
genome	g178_GCA_900553595_1	enzyme_k8	15424	0	9628	601579	39.0		
genome	g179_GCF_900030905_1	enzyme_k16	15895	2	8912	621161	39.1		
genome	g179_GCF_900030905_1	enzyme_k8	12591	0	7096	495609	39.4		
genome	g180_GCA_017442365_1	enzyme_k16	21727	2	9520	833628	38.4		
genome	g180_GCA_017442365_1	enzyme_k8	17841	0	8624	685960	38.4		
genome	g181_GCF_004331585_1	enzyme_k16	50436	6	17696	1930089	38.3		
genome	g181_GCF_004331585_1	enzyme_k8	41958	2	16084	1607925	38.3		
genome	g182_GCA_900314185_1	enzyme_k16	25536	2	10064	1020962	40.0		
genome	g182_GCA_900314185_1	enzyme_k8	19457	1	9344	789960	40.6		
genome	g183_GCA_949481365_1	enzyme_k16	33128	3	14468	1274552	38.5		
genome	g183_GCA_949481365_1	enzyme_k8	26233	1	10132	1012542	38.6		
genome	g184_GCF_002591935_1	enzyme_k16	20136	5	9528	785126	39.0		
genome	g184_GCF_002591935_1	enzyme_k8	14000	0	7352	551958	39.4		
genome	g185_GCF_034650295_1	enzyme_k16	43213	5	16308	1650522	38.2		
genome	g185_GCF_034650295_1	enzyme_k8	35989	2	15016	1376010	38.2		
genome	g186_GCF_002038305_1	enzyme_k16	42401	5	16212	1620585	38.2		
genome	g186_GCF_002038305_1	enzyme_k8	35366	2	14920	1353255	38.3		
genome	g187_GCF_018915845_1	enzyme_k16	45045	4	16744	1728757	38.4		
genome	g187_GCF_018915845_1	enzyme_k8	37525	2	15116	1442997	38.5		
genome	g188_GCF_002206125_1	enzyme_k16	43402	4	16160	1660136	38.3		
genome	g188_GCF_002206125_1	enzyme_k8	36234	2	14840	1387752	38.3		
genome	g189_GCA_007133475_1	enzyme_k16	28339	3	10556	1113913	39.3		
genome	g189_GCA_007133475_1	enzyme_k8	23362	1	9936	924787	39.6		
genome	g190_GCA_038114465_1	enzyme_k16	28686	2	13608	1100425	38.4		
genome	g190_GCA_038114465_1	enzyme_k8	23169	1	10124	890779	38.4		
genome	g191_GCA_964003515_1	enzyme_k16	39049	3	15508	1535474	39.3		
genome	g191_GCA_964003515_1	enzyme_k8	32222	1	19664	1276048	39.6		
genome	g192_GCA_017424875_1	enzyme_k16	19008	1	9236	745905	39.2		
genome	g192_GCA_017424875_1	enzyme_k8	15312	0	9412	605457	39.5		
genome	g193_GCA_029060545_1	enzyme_k16	22282	2	9516	869340	39.0		
genome	g193_GCA_029060545_1	enzyme_k8	18812	0	8896	737480	39.2		
genome	g194_GCA_027485465_1	enzyme_k16	21382	1	10124	844264	39.5		
genome	g194_GCA_027485465_1	enzyme_k8	16297	0	9552	651034	39.9		
genome	g195_GCA_945865265_1	enzyme_k16	17334	1	9032	703103	40.6		
genome	g195_GCA_945865265_1	enzyme_k8	12560	0	7136	521691	41.5		
genome	g196_GCF_019720835_1	enzyme_k16	46317	4	17920	1765057	38.1		
genome	g196_GCF_019720835_1	enzyme_k8	38712	2	17568	1476067	38.1		
genome	g197_GCF_002933395_1	enzyme_k16	40401	3	15820	1542240	38.2		
genome	g197_GCF_002933395_1	enzyme_k8	33066	1	14368	1263510	38.2		
genome	g198_GCA_949522585_1	enzyme_k16	26254	2	10244	1012338	38.6		
genome	g198_GCA_949522585_1	enzyme_k8	21755	1	9776	841376	38.7		
genome	g199_GCA_039679965_1	enzyme_k16	24958	2	11040	1019663	40.9		
genome	g199_GCA_039679965_1	enzyme_k8	19003	1	9444	793373	41.7		
genome	g200_GCF_029835265_1	enzyme_k16	53088	4	17964	2053381	38.7		
genome	g200_GCF_029835265_1	enzyme_k8	43897	2	16280	1704123	38.8		
genome	g201_GCA_963625655_1	enzyme_k16	16134	1	9340	625760	38.8		
genome	g201_GCA_963625655_1	enzyme_k8	11752	0	7172	459244	39.1		
genome	g202_GCA_903844385_1	enzyme_k16	32857	2	14396	1274720	38.8		
genome	g202_GCA_903844385_1	enzyme_k8	26151	1	12216	1019892	39.0		
genome	g203_GCA_002363755_1	enzyme_k16	32413	2	14496	1262716	39.0		
genome	g203_GCA_002363755_1	enzyme_k8	25090	1	10416	984442	39.2		
genome	g204_GCA_948774725_1	enzyme_k16	20400	2	9596	810215	39.7		
genome	g204_GCA_948774725_1	enzyme_k8	16547	1	8632	663801	40.1		
genome	g205_GCF_948789665_1	enzyme_k16	27074	2	11168	1055034	39.0		
genome	g205_GCF_948789665_1	enzyme_k8	20214	0	9432	794354	39.3		
genome	g206_GCA_949422695_1	enzyme_k16	26121	2	10524	1007609	38.6		
genome	g206_GCA_949422695_1	enzyme_k8	22168	1	9900	857395	38.7		
genome	g207_GCA_948565955_1	enzyme_k16	19547	1	9360	770053	39.4		
genome	g207_GCA_948565955_1	enzyme_k8	16156	0	9744	641195	39.7		
genome	g208_GCA_948603135_1	enzyme_k16	14531	1	8592	561688	38.7		
genome	g208_GCA_948603135_1	enzyme_k8	11761	0	6556	456428	38.8		
genome	g209_GCA_039817185_1	enzyme_k16	61948	5	25540	2383803	38.5		
genome	g209_GCA_039817185_1	enzyme_k8	48796	2	17144	1884027	38.6		
genome	g210_GCA_038405435_1	enzyme_k16	43747	4	16420	1710368	39.1		
genome	g210_GCA_038405435_1	enzyme_k8	35439	2	14848	1394664	39.4		
genome	g211_GCA_029007495_1	enzyme_k16	22800	2	9636	911183	40.0		
genome	g211_GCA_029007495_1	enzyme_k8	16994	1	8880	690555	40.6		
genome	g212_GCA_017396245_1	enzyme_k16	23628	2	10184	913526	38.7		
genome	g212_GCA_017396245_1	enzyme_k8	19028	1	9252	738726	38.8		
genome	g213_GCF_027668885_1	enzyme_k16	26453	3	10312	1015155	38.4		
genome	g213_GCF_027668885_1	enzyme_k8	19412	1	9068	747597	38.5		
genome	g214_GCF_030715355_1	enzyme_k16	56752	5	18824	2178365	38.4		
genome	g214_GCF_030715355_1	enzyme_k8	46684	2	16988	1795781	38.5		
genome	g215_GCF_026586505_1	enzyme_k16	54654	5	19504	2082220	38.1		
genome	g215_GCF_026586505_1	enzyme_k8	44972	2	18692	1714304	38.1		
genome	g216_GCA_947648575_1	enzyme_k16	26722	2	10632	1039613	38.9		
genome	g216_GCA_947648575_1	enzyme_k8	17956	1	9216	706505	39.3		
genome	g217_GCF_024158065_1	enzyme_k16	33593	3	14660	1307035	38.9		
genome	g217_GCF_024158065_1	enzyme_k8	28011	1	11192	1094919	39.1		
genome	g218_GCF_964207545_1	enzyme_k16	52034	5	17776	2004393	38.5		
genome	g218_GCF_964207545_1	enzyme_k8	42892	2	16080	1656997	38.6		
genome	g219_GCA_949492765_1	enzyme_k16	24206	2	11100	996371	41.2		
genome	g219_GCA_949492765_1	enzyme_k8	15896	1	8944	680591	42.8		
genome	g220_GCF_036997805_1	enzyme_k16	53701	5	22132	2077941	38.7		
genome	g220_GCF_036997805_1	enzyme_k8	44182	2	16448	1716219	38.8		
genome	g221_GCF_038443225_1	enzyme_k16	52204	5	17824	2006392	38.4		
genome	g221_GCF_038443225_1	enzyme_k8	43009	2	16244	1656982	38.5		
genome	g222_GCF_009877425_1	enzyme_k16	40842	3	15692	1568325	38.4		
genome	g222_GCF_009877425_1	enzyme_k8	29607	1	13604	1141395	38.6		
genome	g223_GCF_019334825_1	enzyme_k16	55173	5	21292	2101904	38.1		
genome	g223_GCF_019334825_1	enzyme_k8	45436	2	19000	1731898	38.1		
genome	g224_GCA_947454055_1	enzyme_k16	28932	2	13952	1114599	38.5		
genome	g224_GCA_947454055_1	enzyme_k8	24091	1	10340	930641	38.6		
genome	g225_GCF_038433245_1	enzyme_k16	52398	5	18048	2014131	38.4		
genome	g225_GCF_038433245_1	enzyme_k8	43119	2	16140	1661529	38.5		
genome	g226_GCA_963707455_1	enzyme_k16	54349	5	23048	2070104	38.1		
genome	g226_GCA_963707455_1	enzyme_k8	44710	2	18584	1703822	38.1		
genome	g227_GCF_033949455_1	enzyme_k16	49819	4	19612	1898320	38.1		
genome	g227_GCF_033949455_1	enzyme_k8	41068	2	20068	1565782	38.1		
genome	g228_GCF_001541345_2	enzyme_k16	65432	6	26088	2494607	38.1		
genome	g228_GCF_001541345_2	enzyme_k8	54951	2	18404	2096329	38.1		
genome	g229_GCA_946529105_1	enzyme_k16	24338	2	9972	937999	38.5		
genome	g229_GCA_946529105_1	enzyme_k8	16876	0	8732	654443	38.8		
genome	g230_GCA_945897475_1	enzyme_k16	50403	4	17800	1969289	39.1		
genome	g230_GCA_945897475_1	enzyme_k8	41537	2	16100	1632381	39.3		
genome	g231_GCA_002371755_1	enzyme_k16	25855	2	10568	1016574	39.3		
genome	g231_GCA_002371755_1	enzyme_k8	20071	1	9296	796782	39.7		
genome	g232_GCF_032058725_1	enzyme_k16	58123	4	24636	2219146	38.2		
genome	g232_GCF_032058725_1	enzyme_k8	48109	2	17000	1838614	38.2		
genome	g233_GCF_934880395_1	enzyme_k16	28613	2	10792	1104660	38.6		
genome	g233_GCF_934880395_1	enzyme_k8	18300	1	10804	712766	38.9		
genome	g234_GCA_040263415_1	enzyme_k16	46077	3	16968	1800658	39.1		
genome	g234_GCA_040263415_1	enzyme_k8	36492	1	15016	1436428	39.4		
genome	g235_GCA_934533125_1	enzyme_k16	20436	2	9308	804410	39.4		
genome	g235_GCA_934533125_1	enzyme_k8	17010	1	8896	674222	39.6		
genome	g236_GCA_003164675_1	enzyme_k16	42732	3	16180	1648790	38.6		
genome	g236_GCA_003164675_1	enzyme_k8	32930	1	14452	1276314	38.8		
genome	g237_GCF_900586345_1	enzyme_k16	67261	5	26480	2569581	38.2		
genome	g237_GCF_900586345_1	enzyme_k8	56331	4	18456	2154241	38.2		
genome	g238_GCF_900599635_1	enzyme_k16	66324	6	26016	2532979	38.2		
genome	g238_GCF_900599635_1	enzyme_k8	55500	3	18448	2121667	38.2		
genome	g239_GCF_022760295_1	enzyme_k16	57473	5	24432	2189149	38.1		
genome	g239_GCF_022760295_1	enzyme_k8	47430	2	17112	1807515	38.1		
genome	g240_GCA_036808565_1	enzyme_k16	16680	1	8544	658997	39.5		
genome	g240_GCA_036808565_1	enzyme_k8	12206	0	7532	488985	40.1		
genome	g241_GCF_003856815_1	enzyme_k16	24874	2	10928	949897	38.2		
genome	g241_GCF_003856815_1	enzyme_k8	19163	1	9940	732879	38.2		
genome	g242_GCA_022769445_1	enzyme_k16	24298	2	9804	952091	39.2		
genome	g242_GCA_022769445_1	enzyme_k8	16620	3	8612	660327	39.7		
genome	g243_GCA_007130865_1	enzyme_k16	54098	3	18188	2109834	39.0		
genome	g243_GCA_007130865_1	enzyme_k8	36497	2	15212	1440996	39.5		
genome	g244_GCF_928381475_1	enzyme_k16	22956	2	9648	885630	38.6		
genome	g244_GCF_928381475_1	enzyme_k8	16355	2	10492	634792	38.8		
genome	g245_GCA_947054095_1	enzyme_k16	12998	1	7040	533507	41.0		
genome	g245_GCA_947054095_1	enzyme_k8	9843	2	6940	413616	42.0		
genome	g246_GCA_039936335_1	enzyme_k16	27742	2	10432	1099036	39.6		
genome	g246_GCA_039936335_1	enzyme_k8	22471	2	9916	898738	40.0		
genome	g247_GCA_028067235_1	enzyme_k16	21788	1	9312	880389	40.4		
genome	g247_GCA_028067235_1	enzyme_k8	17100	0	8764	702245	41.1		
genome	g248_GCA_900580675_1	enzyme_k16	55725	6	19284	2163809	38.8		
genome	g248_GCA_900580675_1	enzyme_k8	46000	2	16740	1794259	39.0		
genome	g249_GCA_035488895_1	enzyme_k16	50214	4	18012	1956369	39.0		
genome	g249_GCA_035488895_1	enzyme_k8	40291	2	15716	1579295	39.2		
genome	g250_GCF_017167065_1	enzyme_k16	53432	4	18072	2043599	38.2		
genome	g250_GCF_017167065_1	enzyme_k8	43254	2	16068	1656835	38.3		
genome	g251_GCF_017873105_1	enzyme_k16	80838	6	28760	3085025	38.2		
genome	g251_GCF_017873105_1	enzyme_k8	64594	3	25812	2467753	38.2		
genome	g252_GCA_023460005_1	enzyme_k16	27158	2	11000	1095356	40.3		
genome	g252_GCA_023460005_1	enzyme_k8	19339	1	10436	798234	41.3		
genome	g253_GCF_034045355_1	enzyme_k16	50082	4	17540	1909672	38.1		
genome	g253_GCF_034045355_1	enzyme_k8	41403	2	15968	1579870	38.2		
genome	g254_GCA_019313325_1	enzyme_k16	44990	3	16556	1792611	39.8		
genome	g254_GCA_019313325_1	enzyme_k8	34131	1	14680	1379969	40.4		
genome	g255_GCF_013366925_1	enzyme_k16	105324	8	34908	4007516	38.0		
genome	g255_GCF_013366925_1	enzyme_k8	87364	4	30172	3325035	38.1		
genome	g256_GCF_001807485_1	enzyme_k16	23317	2	9660	895583	38.4		
genome	g256_GCF_001807485_1	enzyme_k8	17788	1	8688	685481	38.5		
genome	g257_GCA_949026145_1	enzyme_k16	22776	1	9536	871837	38.3		
genome	g257_GCA_949026145_1	enzyme_k8	18675	1	9148	715999	38.3		
genome	g258_GCA_020217075_1	enzyme_k16	21808	2	9484	868781	39.8		
genome	g258_GCA_020217075_1	enzyme_k8	18145	1	10872	729587	40.2		
genome	g259_GCA_018829305_1	enzyme_k16	34328	3	14396	1338679	39.0		
genome	g259_GCA_018829305_1	enzyme_k8	24069	1	11156	948837	39.4		
genome	g260_GCF_020194195_1	enzyme_k16	92878	7	31032	3579546	38.5		
genome	g260_GCF_020194195_1	enzyme_k8	74020	3	27420	2862942	38.7		
genome	g261_GCA_028710795_1	enzyme_k16	26521	3	10904	1083915	40.9		
genome	g261_GCA_028710795_1	enzyme_k8	22380	1	10680	926557	41.4		
genome	g262_GCA_905373555_1	enzyme_k16	10693	1	6796	452039	42.3		
genome	g262_GCA_905373555_1	enzyme_k8	8604	0	6608	372656	43.3		
genome	g263_GCA_031975555_1	enzyme_k16	43704	4	18404	1705536	39.0		
genome	g263_GCA_031975555_1	enzyme_k8	36100	2	15128	1416584	39.2		
genome	g264_GCA_027401555_1	enzyme_k16	33341	2	14552	1304057	39.1		
genome	g264_GCA_027401555_1	enzyme_k8	25731	1	10364	1014877	39.4		
genome	g265_GCF_015840915_1	enzyme_k16	43689	3	16980	1664867	38.1		
genome	g265_GCF_015840915_1	enzyme_k8	35520	1	17472	1354445	38.1		
genome	g266_GCA_023622805_1	enzyme_k16	41035	4	15844	1693281	41.3		
genome	g266_GCA_023622805_1	enzyme_k8	33406	2	14504	1403379	42.0		
genome	g267_GCA_030856025_1	enzyme_k16	45476	3	16868	1764095	38.8		
genome	g267_GCA_030856025_1	enzyme_k8	34591	1	14784	1350465	39.0		
genome	g268_GCA_934644985_1	enzyme_k16	24269	2	10176	936567	38.6		
genome	g268_GCA_934644985_1	enzyme_k8	17922	1	8980	695381	38.8		
genome	g269_GCF_008762295_1	enzyme_k16	53038	4	17964	2050117	38.7		
genome	g269_GCF_008762295_1	enzyme_k8	42397	2	16040	1645759	38.8		
genome	g270_GCF_000663285_1	enzyme_k16	54091	4	18128	2061280	38.1		
genome	g270_GCF_000663285_1	enzyme_k8	43167	2	15948	1646168	38.1		
genome	g271_GCF_000656915_1	enzyme_k16	54114	4	18192	2069647	38.2		
genome	g271_GCF_000656915_1	enzyme_k8	43174	2	16124	1653927	38.3		
genome	g272_GCA_019117265_1	enzyme_k16	25712	2	12148	1015735	39.5		
genome	g272_GCA_019117265_1	enzyme_k8	17753	1	9060	713293	40.2		
genome	g273_GCF_001060435_1	enzyme_k16	66241	6	28104	2659233	40.1		
genome	g273_GCF_001060435_1	enzyme_k8	51012	3	21636	2080531	40.8		
genome	g274_GCF_007896855_1	enzyme_k16	66472	6	26028	2539464	38.2		
genome	g274_GCF_007896855_1	enzyme_k8	51209	3	19612	1959470	38.3		
genome	g275_GCA_027407815_1	enzyme_k16	41526	3	15900	1624637	39.1		
genome	g275_GCA_027407815_1	enzyme_k8	30731	1	14024	1214427	39.5		
genome	g276_GCF_024498955_1	enzyme_k16	25174	3	11096	961297	38.2		
genome	g276_GCF_024498955_1	enzyme_k8	20986	1	10436	802153	38.2		
genome	g277_GCA_032015535_1	enzyme_k16	41708	4	16056	1704603	40.9		
genome	g277_GCA_032015535_1	enzyme_k8	34535	1	14636	1432029	41.5		
genome	g278_GCF_040676555_1	enzyme_k16	62110	4	25204	2378041	38.3		
genome	g278_GCF_040676555_1	enzyme_k8	41301	2	15768	1587299	38.4		
genome	g279_GCF_041360765_1	enzyme_k16	60113	5	25068	2293060	38.1		
genome	g279_GCF_041360765_1	enzyme_k8	47700	2	16944	1821366	38.2		
genome	g280_GCA_029863525_1	enzyme_k16	55574	3	18412	2153198	38.7		
genome	g280_GCA_029863525_1	enzyme_k8	40377	1	15520	1575712	39.0		
genome	g281_GCF_036862555_1	enzyme_k16	73644	6	27608	2812662	38.2		
genome	g281_GCF_036862555_1	enzyme_k8	62180	3	25456	2377030	38.2		
genome	g282_GCF_025244705_1	enzyme_k16	37534	4	16332	1430977	38.1		
genome	g282_GCF_025244705_1	enzyme_k8	29466	1	14056	1124393	38.2		
genome	g283_GCA_003515245_1	enzyme_k16	54380	5	19080	2071283	38.1		
genome	g283_GCA_003515245_1	enzyme_k8	44088	2	17476	1680187	38.1		
genome	g284_GCA_040946965_1	enzyme_k16	28402	3	11248	1153683	40.6		
genome	g284_GCA_040946965_1	enzyme_k8	23081	1	10668	951485	41.2		
genome	g285_GCF_031081925_1	enzyme_k16	54369	6	18104	2118116	39.0		
genome	g285_GCF_031081925_1	enzyme_k8	41099	2	15740	1613856	39.3		
genome	g286_GCA_040376155_1	enzyme_k16	50202	3	18668	1994250	39.7		
genome	g286_GCA_040376155_1	enzyme_k8	37178	1	16096	1499338	40.3		
genome	g287_GCA_023250255_1	enzyme_k16	17660	1	10876	717367	40.6		
genome	g287_GCA_023250255_1	enzyme_k8	13360	0	6460	553967	41.5		
genome	g288_GCA_035518775_1	enzyme_k16	60907	5	27524	2403323	39.5		
genome	g288_GCA_035518775_1	enzyme_k8	48415	2	18372	1928627	39.8		
genome	g289_GCF_015477145_1	enzyme_k16	77463	6	28252	2958259	38.2		
genome	g289_GCF_015477145_1	enzyme_k8	60788	3	25144	2324609	38.2		
genome	g290_GCA_001306995_1	enzyme_k16	38761	3	15460	1478244	38.1		
genome	g290_GCA_001306995_1	enzyme_k8	32052	1	14232	1223302	38.2		
genome	g291_GCA_946221955_1	enzyme_k16	16848	1	8656	705789	41.9		
genome	g291_GCA_946221955_1	enzyme_k8	12231	0	7600	530343	43.4		
genome	g292_GCA_034428315_1	enzyme_k16	29343	2	15192	1188650	40.5		
genome	g292_GCA_034428315_1	enzyme_k8	19450	1	9944	812716	41.8		
genome	g293_GCA_034434015_1	enzyme_k16	45212	5	16608	1769703	39.1		
genome	g293_GCA_034434015_1	enzyme_k8	32299	2	17328	1279009	39.6		
genome	g294_GCF_005502825_1	enzyme_k16	39194	2	15448	1503550	38.4		
genome	g294_GCF_005502825_1	enzyme_k8	27595	1	10916	1062788	38.5		
genome	g295_GCA_020853405_1	enzyme_k16	30828	3	17076	1273485	41.3		
genome	g295_GCA_020853405_1	enzyme_k8	25346	1	11928	1065169	42.0		
genome	g296_GCF_025000345_1	enzyme_k16	48973	4	19392	1870240	38.2		
genome	g296_GCF_025000345_1	enzyme_k8	34681	1	14568	1327144	38.3		
genome	g297_GCF_039526725_1	enzyme_k16	91040	7	30476	3470661	38.1		
genome	g297_GCF_039526725_1	enzyme_k8	64307	3	25412	2454807	38.2		
genome	g298_GCF_002240585_1	enzyme_k16	39066	3	16004	1490015	38.1		
genome	g298_GCF_002240585_1	enzyme_k8	28005	1	12360	1069697	38.2		
genome	g299_GCF_002154495_1	enzyme_k16	93410	7	31852	3717837	39.8		
genome	g299_GCF_002154495_1	enzyme_k8	57933	3	26536	2369711	40.9		
db300	db300_k16	enzyme_k16	9979215	86	3932980	385940841	38.7		
db300	db300_k8	enzyme_k8	7910489	94	3502504	307329253	38.9		
sketch	g00_Buchnera_aphidicola_Y	fmh_scale_match16_s209	3109	1	136624	75756	24.4		
sketch	g00_Buchnera_aphidicola_Y	fmh_scale_match8_s250	2570	2	136268	62418	24.3		
sketch	g00_Buchnera_aphidicola_Y	fmh_s200_s200	3233	1	136536	78832	24.4		
sketch	g01_Buchnera_aphidicola_C	fmh_scale_match16_s224	2875	2	139564	69507	24.2		
sketch	g01_Buchnera_aphidicola_C	fmh_scale_match8_s264	2430	1	135376	58567	24.1		
sketch	g01_Buchnera_aphidicola_C	fmh_s200_s200	3176	2	135504	76910	24.2		
sketch	g02_Campylobacter_D_jejuni	fmh_scale_match16_s209	7858	1	144860	193695	24.6		
sketch	g02_Campylobacter_D_jejuni	fmh_scale_match8_s289	5641	2	144856	138169	24.5		
sketch	g02_Campylobacter_D_jejuni	fmh_s200_s200	8198	1	144696	202218	24.7		
sketch	g03_Campylobacter_devanensis	fmh_scale_match16_s169	9375	2	144744	233047	24.9		
sketch	g03_Campylobacter_devanensis	fmh_scale_match8_s200	7861	1	144548	194919	24.8		
sketch	g03_Campylobacter_devanensis	fmh_s200_s200	7861	1	144548	194919	24.8		
sketch	g04_Staphylococcus_equorum	fmh_scale_match16_s165	17049	1	156172	422309	24.8		
sketch	g04_Staphylococcus_equorum	fmh_scale_match8_s202	13937	2	156280	344250	24.7		
sketch	g04_Staphylococcus_equorum	fmh_s200_s200	14045	2	156168	346950	24.7		
sketch	g05_Staphylococcus_aureus	fmh_scale_match16_s162	17757	1	157376	443970	25.0		
sketch	g05_Staphylococcus_aureus	fmh_scale_match8_s196	14684	1	157480	365982	24.9		
sketch	g05_Staphylococcus_aureus	fmh_s200_s200	14396	1	157436	358757	24.9		
sketch	g06_Bacillus_subtilis	fmh_scale_match16_s120	34302	2	168592	861108	25.1		
sketch	g06_Bacillus_subtilis	fmh_scale_match8_s153	26904	1	168740	673102	25.0		
sketch	g06_Bacillus_subtilis	fmh_s200_s200	20689	1	168740	516222	25.0		
sketch	g07_Bacillus_atrophaeus	fmh_scale_match16_s121	33341	2	172012	828231	24.8		
sketch	g07_Bacillus_atrophaeus	fmh_scale_match8_s156	26015	2	170644	644389	24.8		
sketch	g07_Bacillus_atrophaeus	fmh_s200_s200	20303	1	171640	501055	24.7		
sketch	g08_Escherichia_coli	fmh_scale_match16_s106	47126	1	180432	1181887	25.1		
sketch	g08_Escherichia_coli	fmh_scale_match8_s125	39861	1	180420	998655	25.1		
sketch	g08_Escherichia_coli	fmh_s200_s200	25127	1	180396	625842	24.9		
sketch	g09_Escherichia_sp005843885	fmh_scale_match16_s104	48272	2	182304	1211174	25.1		
sketch	g09_Escherichia_sp005843885	fmh_scale_match8_s123	40730	1	182244	1020447	25.1		
sketch	g09_Escherichia_sp005843885	fmh_s200_s200	25053	1	182104	623517	24.9		
sketch	g10_Klebsiella_pneumoniae	fmh_scale_match16_s106	53945	2	185692	1349425	25.0		
sketch	g10_Klebsiella_pneumoniae	fmh_scale_match8_s129	44295	1	185508	1106470	25.0		
sketch	g10_Klebsiella_pneumoniae	fmh_s200_s200	28601	1	187888	710295	24.8		
sketch	g11_Klebsiella_variicola	fmh_scale_match16_s105	53940	2	185996	1342043	24.9		
sketch	g11_Klebsiella_variicola	fmh_scale_match8_s127	44643	1	187520	1108761	24.8		
sketch	g11_Klebsiella_variicola	fmh_s200_s200	28464	1	188012	702824	24.7		
sketch	g12_Aquipseudomonas_alloputida	fmh_scale_match16_s103	58837	1	192336	1473899	25.1		
sketch	g12_Aquipseudomonas_alloputida	fmh_scale_match8_s125	48542	2	192324	1213912	25.0		
sketch	g12_Aquipseudomonas_alloputida	fmh_s200_s200	30153	2	192640	748748	24.8		
sketch	g13_Pseudomonas_aeruginosa	fmh_scale_match16_s103	70444	1	203228	1778734	25.3		
sketch	g13_Pseudomonas_aeruginosa	fmh_scale_match8_s134	54107	2	203056	1362638	25.2		
sketch	g13_Pseudomonas_aeruginosa	fmh_s200_s200	36126	2	207084	904932	25.0		
sketch	g14_Mycobacterium_kubicae	fmh_scale_match16_s82	70859	2	172524	1791381	25.3		
sketch	g14_Mycobacterium_kubicae	fmh_scale_match8_s105	55233	2	166724	1394009	25.2		
sketch	g14_Mycobacterium_kubicae	fmh_s200_s200	28947	2	164392	724584	25.0		
sketch	g15_Mycobacterium_peregrinum	fmh_scale_match16_s77	92984	2	209864	2330627	25.1		
sketch	g15_Mycobacterium_peregrinum	fmh_scale_match8_s98	73028	2	201760	1827152	25.0		
sketch	g15_Mycobacterium_peregrinum	fmh_s200_s200	35948	2	201744	891885	24.8		
sketch	g16_Streptomyces_violaceoruber	fmh_scale_match16_s80	110696	2	229004	2777709	25.1		
sketch	g16_Streptomyces_violaceoruber	fmh_scale_match8_s125	70752	2	218692	1768475	25.0		
sketch	g16_Streptomyces_violaceoruber	fmh_s200_s200	44426	2	216904	1103841	24.8		
sketch	g17_Streptomyces_fungicidicus	fmh_scale_match16_s80	103107	2	217716	2571688	24.9		
sketch	g17_Streptomyces_fungicidicus	fmh_scale_match8_s127	64849	3	213460	1611150	24.8		
sketch	g17_Streptomyces_fungicidicus	fmh_s200_s200	41113	2	213212	1015856	24.7		
sketch	g018_GCA_944359085_1	fmh_scale_match16_s262	4273	1	134672	96482	22.6		
sketch	g018_GCA_944359085_1	fmh_scale_match8_s320	3504	1	134584	78793	22.5		
sketch	g018_GCA_944359085_1	fmh_s200_s200	5669	3	135104	128722	22.7		
sketch	g019_GCF_037032185_1	fmh_scale_match16_s218	11404	1	138672	267520	23.5		
sketch	g019_GCF_037032185_1	fmh_scale_match8_s284	8804	3	136300	205456	23.3		
sketch	g019_GCF_037032185_1	fmh_s200_s200	12404	2	139072	291374	23.5		
sketch	g020_GCA_947627105_1	fmh_scale_match16_s234	5573	2	134880	126863	22.8		
sketch	g020_GCA_947627105_1	fmh_scale_match8_s306	4274	1	134804	96806	22.6		
sketch	g020_GCA_947627105_1	fmh_s200_s200	6556	1	135188	149585	22.8		
sketch	g021_GCF_019705255_1	fmh_scale_match16_s198	13868	1	138504	321211	23.2		
sketch	g021_GCF_019705255_1	fmh_scale_match8_s256	10692	1	135496	246376	23.0		
sketch	g021_GCF_019705255_1	fmh_s200_s200	13729	1	138492	317952	23.2		
sketch	g022_GCF_900689035_1	fmh_scale_match16_s189	20885	1	141636	493245	23.6		
sketch	g022_GCF_900689035_1	fmh_scale_match8_s239	16548	1	140272	389384	23.5		
sketch	g022_GCF_900689035_1	fmh_s200_s200	19733	2	141168	465619	23.6		
sketch	g023_GCF_900165415_1	fmh_scale_match16_s187	22550	2	142548	542186	24.0		
